contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Bemelen,1903::SB1,6268 NE,492,319,8,5,0,0,0,285,47,0,0,0,0,0,332,27,2,0,184,0,5,10,0,0,7,50,9,12,13
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Harmoniezaal Banholt,1903::SB2,6262 NX,833,489,3,3,0,0,0,434,61,0,0,0,0,0,495,30,4,0,371,1,2,16,0,0,6,44,2,7,6
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Harmoniezaal Mheer,1903::SB3,6261 NH,764,516,11,2,0,0,0,468,61,0,0,0,0,0,529,42,3,3,274,0,0,34,0,0,2,137,6,6,9
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Paviljoen Berggalm,1903::SB4,6255 AH,922,565,19,6,0,0,0,517,73,0,0,0,0,0,590,47,4,10,387,1,1,16,0,2,4,56,17,4,16
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Fanfarezaal,1903::SB5,6265 AK,1180,696,9,3,0,0,1,600,107,0,0,0,0,0,708,19,2,7,575,3,2,8,1,0,4,47,4,15,9
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Harmoniezaal Eckelrade,1903::SB6,6251 NB,589,346,11,4,0,1,0,319,43,0,0,1,0,0,362,28,2,2,244,2,1,7,0,0,0,34,6,7,13
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Scheulder,1903::SB7,6307 PC,279,162,1,1,0,0,0,146,18,0,0,0,0,0,164,9,1,0,99,0,1,6,0,0,18,14,8,3,3
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal-café Riékelt,1903::SB8,6247 AN,560,306,10,2,0,0,0,275,42,0,1,0,1,0,317,37,1,1,169,3,1,7,0,0,1,29,16,32,9
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Feesthoeve De Laathof,1903::SB9,6245 KK,345,199,2,4,0,0,0,184,21,0,0,0,0,0,205,14,1,1,141,0,3,7,0,0,5,13,3,8,3
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis,1903::SB10,6269 DA,3120,1682,39,13,0,0,1,1521,212,0,0,0,0,0,1734,106,6,23,1166,2,17,47,5,0,20,130,72,51,37
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau 't Keerhoes,1903::SB11,6267 CG,2888,1562,53,12,0,0,0,1461,166,0,0,0,0,0,1627,179,9,9,913,2,9,45,2,2,3,161,48,102,78
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau M.F.A. Gronsveld,1903::SB12,6247 CM,1942,985,31,13,0,1,0,942,88,0,0,1,0,0,1030,163,2,6,490,4,6,40,0,1,7,80,44,79,63
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Brede School Op de Cour,1903::SB13,6245 RE,2179,1005,36,8,0,2,0,937,114,0,0,2,0,0,1051,73,4,2,565,3,14,23,2,1,11,106,63,102,36
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Du Commerce,1903::SB14,6245 LD,771,357,17,3,0,0,0,320,57,0,0,0,0,0,377,20,0,6,210,1,2,7,1,0,3,58,9,31,9
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Cultureel Centrum,1903::SB15,6245 EG,1957,1071,36,12,0,2,0,1011,110,0,0,2,0,0,1121,97,1,8,646,1,4,30,3,1,7,109,55,68,41
Limburg,Eijsden-Margraten,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal K.O.H.,1903::SB16,6245 BH,2420,990,24,14,0,0,2,912,114,0,0,0,0,0,1028,96,1,3,595,0,10,33,1,2,4,85,54,67,39
