contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Hof van Coevorden Coevorden,0109::SB1,,1103,763,18,5,0,0,0,729,57,0,0,0,0,0,786,115,345,64,112,23,42,6,3,53
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Het Nieuwe Bastion Coevorden,0109::SB2,,1226,539,17,1,0,0,0,523,34,0,0,0,0,0,557,104,187,61,89,24,33,11,1,29
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Voorde Coevorden,0109::SB3,,1260,748,8,3,0,0,0,700,59,0,0,0,0,0,759,88,376,43,98,36,49,6,1,51
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zaal de Loo Coevorden,0109::SB4,,1873,951,13,5,0,0,0,887,82,0,0,0,0,0,969,134,377,109,110,48,82,7,7,77
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau BSV Tuindorp Coevorden,0109::SB5,,1501,327,4,3,0,0,0,304,30,0,0,0,0,0,334,46,145,44,29,8,19,3,5,28
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sint Franciscus Coevorden,0109::SB6,,1629,776,19,4,0,0,0,737,63,1,0,1,0,0,800,173,290,65,103,27,55,5,5,53
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Drostenhal Coevorden,0109::SB7,,2205,952,25,3,0,0,0,895,83,0,2,0,2,0,978,113,383,124,133,34,76,9,9,71
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Schutse Coevorden,0109::SB8,,1005,415,9,3,0,0,0,402,25,0,0,0,0,0,427,57,169,41,44,26,43,5,4,26
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorpshuis de Schalm Steenwijksmoer,0109::SB9,,764,435,4,1,0,0,0,395,45,0,0,0,0,0,440,110,129,53,62,12,15,5,5,44
Vechtstromen,Coevorden,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorpshuis de Breiberg Dalerpeel,0109::SB10,,716,387,5,0,0,0,0,363,29,0,0,0,0,0,392,55,123,92,24,19,32,12,2,28
