contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Bejaardentehuis De Dillenburg,0233::SB1,3851 PW,1454,796,12,3,0,0,1,748,64,2,0,2,0,0,813,133,165,174,49,40,59,86,43,41,6
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Chr.Ger.Kerk De Voorhof,0233::SB2,3851 XA,1829,1060,13,3,0,0,0,971,113,8,0,8,0,0,1084,246,157,188,81,61,77,118,74,52,6
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0233::SB3,3851 NT,1583,1145,26,3,0,0,1,1071,102,0,0,0,0,0,1174,173,193,195,111,106,98,106,88,73,2
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Rehobothkerk,0233::SB4,3851 LH,1213,924,8,6,0,0,0,851,87,0,0,0,0,0,938,116,158,199,54,62,135,96,47,53,4
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Dindoa,0233::SB5,3853 PT,1263,522,11,3,0,0,1,491,44,0,0,0,0,0,536,54,99,97,40,38,59,69,39,26,1
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Baanveger,0233::SB6,3851 CP,1316,729,14,2,0,0,0,690,55,0,0,0,0,0,745,70,135,142,72,49,78,81,39,56,7
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau PCB Koningin Juliana,0233::SB7,3853 VA,1369,768,9,3,0,0,0,718,62,0,0,0,0,0,780,72,133,183,66,67,46,95,44,59,3
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau PCB De Klokbeker,0233::SB8,3851 BL,1443,816,11,4,0,0,1,746,84,0,0,0,0,0,831,71,99,190,62,56,127,105,61,44,1
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Oude School 's Heeren Loo,0233::SB9,3853 HD,1376,482,6,5,0,0,1,453,39,0,0,0,0,0,493,51,88,88,52,23,49,58,30,37,6
Vallei en Veluwe,Ermelo,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verenigingsgebouw Ons Huis,0233::SB10,3853 LN,1327,773,12,0,0,0,0,692,93,0,0,0,0,0,785,83,205,128,37,24,168,52,34,38,4
