contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis,0448::SB1,1791 AT,1864,1104,25,3,0,1,5,1006,122,0,0,1,0,0,1133,443,284,122,36,129,13,20,20,37
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Openbare Bibliotheek Texel,0448::SB2,1791 VC,2364,1301,7,3,0,1,0,1171,139,0,1,0,0,0,1310,559,330,92,60,119,11,34,35,61
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Verzorgingshuis De Gollards,0448::SB3,1791 EX,1591,1153,13,5,0,2,2,1069,98,0,2,0,0,0,1169,554,256,83,44,110,12,35,24,35
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Het Eierlandsche Huis,0448::SB4,1795 AL,653,385,8,1,0,0,2,364,28,0,0,0,0,0,394,117,146,33,21,30,3,12,12,11
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Verenigingshuis Bethel,0448::SB5,1795 KB,324,246,2,0,0,1,1,215,31,0,1,0,0,0,247,99,98,20,6,5,3,4,6,5
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Waldhorn,0448::SB6,1797 AH,615,457,1,0,0,1,2,407,50,0,0,1,0,0,459,251,84,56,5,32,9,7,4,9
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Hof,0448::SB7,1796 BE,1146,651,8,1,0,0,11,580,69,0,0,0,0,0,660,247,246,41,14,46,6,21,19,11
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Bijenkorf,0448::SB8,1794 AA,1045,692,7,0,0,0,0,613,86,0,0,0,0,0,699,296,166,48,43,66,7,7,10,49
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis 't Skiltje,0448::SB9,1792 AK,1096,629,12,2,0,0,2,577,64,0,0,0,0,0,643,250,200,35,34,55,10,18,10,17
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Wielewaal,0448::SB10,1793 AJ,303,239,0,1,0,1,2,206,33,0,0,1,0,0,241,77,104,12,11,26,1,2,2,4
Hollands Noorderkwartier,Texel,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Havenrestaurant Texel,0448::SB11,1797 SN,272,198,1,0,0,0,3,185,11,0,0,0,0,0,199,90,27,44,6,17,2,1,3,8
