contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Parrotia,1674::SB1,4701 PA,1429,806,26,5,0,0,0,776,61,0,0,0,0,0,837,163,116,153,76,71,55,84,26,7,55
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,"Stembureau Centrum voor de Kunsten, de Suite",1674::SB2,4701 EK,1853,721,14,3,0,0,0,675,63,0,0,0,0,0,738,117,120,139,76,46,68,59,32,5,59
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurthuis Keijenburg,1674::SB3,4702 CG,1682,710,12,5,0,0,0,662,65,0,0,0,0,0,727,92,83,168,70,60,51,83,23,3,77
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Recreatiezaal Mimosaflat,1674::SB4,4702 BR,1706,619,6,2,0,0,0,559,69,0,0,1,0,0,628,103,61,112,74,55,56,57,37,7,57
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Het Fatimahuis,1674::SB5,4702 GZ,1679,673,9,5,0,0,0,615,72,0,0,0,0,0,687,87,75,131,81,45,86,65,24,11,68
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Wiekendael,1674::SB6,4702 ZB,1496,542,16,10,0,0,0,525,43,0,0,0,0,0,568,73,50,91,81,58,40,61,17,6,65
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurtcentrum Kalsdonk,1674::SB7,4702 NS,2173,658,20,6,0,1,0,598,85,0,1,0,0,0,683,78,56,162,73,46,90,65,26,8,54
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurtcentrum Kalsdonk,1674::SB8,4702 NS,2032,652,20,3,0,0,0,584,91,0,0,0,0,0,675,66,51,165,81,61,68,79,15,9,57
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau St. Elisabeth,1674::SB9,4703 AK,1607,745,28,2,0,0,0,707,68,0,0,0,0,0,775,82,146,139,110,45,57,65,38,13,50
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Huis van de Westrand,1674::SB10,4703 HX,1671,457,13,5,0,0,0,424,50,0,1,0,1,0,474,52,48,78,64,30,71,52,18,5,39
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Kellebeek College,1674::SB11,4704 AD,1681,336,7,3,0,0,0,314,32,0,0,0,0,0,346,27,42,68,50,34,39,31,14,6,25
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Appartementencomplex Waterland,1674::SB12,4707 DC,1786,692,7,5,0,0,0,653,51,0,0,0,0,0,704,127,126,106,88,37,55,76,15,16,46
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Brink,1674::SB13,4707 HP,1261,624,15,9,0,0,0,575,73,0,0,0,0,0,648,72,98,106,68,40,68,73,18,15,66
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Wildenborch,1674::SB14,4707 LT,1446,587,1,1,0,0,0,534,55,0,0,0,0,0,589,74,63,106,80,48,68,82,15,14,37
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Watermolen,1674::SB15,4707 JE,1519,505,8,0,0,0,0,449,64,0,0,0,0,0,513,62,51,112,47,56,55,48,16,13,45
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau RSC Alliance,1674::SB16,4707 XD,1184,542,17,2,0,0,0,497,64,0,0,0,0,0,561,67,89,78,57,65,51,57,14,9,55
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Levensschool,1674::SB17,4707 TZ,1383,533,2,14,0,0,0,549,0,0,0,0,0,0,549,66,69,100,54,37,69,59,7,21,51
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Saffier,1674::SB18,4706 HM,1439,575,6,9,2,0,0,529,59,0,2,0,0,0,588,109,75,102,62,44,52,54,18,7,52
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Saffier,1674::SB19,4706 HM,1541,652,13,3,0,1,0,597,72,0,0,1,0,0,669,97,90,124,61,74,55,65,20,15,51
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Bloemschevaert,1674::SB20,4706 GH,1479,697,12,4,0,0,0,651,62,0,0,0,0,0,713,86,105,145,73,67,52,73,15,13,68
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Klimroos,1674::SB21,4706 LK,1337,568,10,0,0,0,0,506,72,0,0,0,0,0,578,119,61,126,59,47,44,54,21,7,30
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Klimroos,1674::SB22,4706 LK,1951,702,12,4,0,0,1,623,94,0,0,0,0,0,718,148,86,117,63,48,72,67,23,14,64
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Nisipa,1674::SB23,4709 AN,1508,783,7,3,0,0,0,705,88,0,0,0,0,0,793,98,99,51,341,45,29,54,15,11,40
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Vondelschool,1674::SB24,4707 AG,1588,700,15,3,0,0,0,649,69,0,0,0,0,0,718,99,86,124,79,69,58,67,34,16,68
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Heiberg,1674::SB25,4708 EC,1889,724,10,2,0,0,0,649,87,0,0,0,0,0,736,100,78,157,73,59,67,67,27,14,82
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Bergspil,1674::SB26,4708 HK,1440,856,9,7,0,0,2,767,103,0,0,0,0,0,872,175,90,186,81,60,71,93,23,12,65
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Bergspil,1674::SB27,4708 HK,1344,703,9,2,0,3,0,648,63,0,3,0,0,0,711,97,83,146,80,76,60,71,19,13,58
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Wingerd,1674::SB28,4708 KC,1252,609,7,1,0,1,0,565,53,0,0,1,0,0,618,119,90,120,62,53,53,41,15,8,48
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Wingerd,1674::SB29,4708 KC,1235,631,14,1,0,1,0,559,88,0,0,1,0,0,647,161,75,104,77,58,53,34,16,11,42
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Lantaarn,1674::SB30,4706 LN,1434,857,16,4,0,0,1,775,101,0,0,0,0,0,877,168,146,150,75,78,51,66,31,17,75
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Werkplein Hart van West-Brabant,1674::SB31,4701 GZ,1744,560,6,3,0,0,0,514,55,0,0,0,0,0,569,77,53,88,64,46,73,52,20,11,76
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Huis van de Westrand,1674::SB32,4703 HX,1426,523,11,7,0,0,0,497,46,0,0,2,0,2,543,43,45,129,68,39,66,59,18,12,44
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Gezellehoek,1674::SB33,4707 NH,1536,602,11,5,1,0,0,553,67,0,0,2,0,0,620,74,78,101,74,47,74,89,11,10,44
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Levensschool,1674::SB34,4707 TZ,1234,541,12,6,0,0,0,497,62,0,0,0,0,0,559,85,57,106,63,29,49,56,16,20,60
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau RMHC De Pelikaan,1674::SB35,4708 AV,1208,615,9,1,0,0,0,546,78,0,1,0,1,0,624,191,106,93,50,42,30,49,11,7,36
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Weihoek,1674::SB36,4708 AV,1269,529,15,1,0,0,0,478,67,0,0,0,0,0,545,133,61,84,59,37,45,58,15,8,29
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau NS Station,1674::SB37,4702 VX,610,513,9,1,0,0,0,478,45,0,0,0,0,0,523,100,61,79,47,58,54,15,31,13,55
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Centrum voor thuiszorg,1674::SB101,4724 BH,1200,559,5,4,0,0,0,515,53,0,0,0,0,0,568,113,86,84,105,31,27,37,17,5,54
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Geerhoek,1674::SB102,4724 EE,1404,672,7,3,0,0,0,595,87,0,0,0,0,0,682,109,111,119,142,28,48,41,19,11,44
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Geerhoek,1674::SB103,4724 EE,1233,686,10,2,0,0,0,627,72,0,0,1,0,1,699,115,73,129,133,50,50,62,23,12,39
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau ParelMoer,1674::SB104,4727 SJ,612,271,5,0,0,0,1,240,35,0,0,0,0,0,276,52,37,30,67,20,26,14,1,2,22
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Schalm,1674::SB105,4726 AH,1418,715,9,0,0,0,0,652,72,0,0,0,0,0,724,91,111,160,130,54,43,51,15,9,51
Brabantse Delta,Roosendaal,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Spil,1674::SB106,4725 AC,1006,542,2,1,0,0,1,469,75,0,0,0,0,0,545,59,75,42,186,33,29,58,9,11,40
