contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Huis van de gemeente,0296::SB1,6602 DB,1849,1328,27,6,0,0,1,1230,130,0,0,0,0,0,1361,382,42,188,129,246,4,125,20,192
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Meander,0296::SB2,6601 AR,1725,685,23,1,0,0,0,652,58,1,0,1,0,0,710,163,30,102,78,83,8,63,10,148
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Jeugdhuis Woezik,0296::SB3,6604 CC,1995,1258,25,3,0,2,0,1116,168,0,2,0,0,0,1284,261,52,230,147,259,5,104,23,177
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Paschalisschool,0296::SB4,6604 AE,1953,810,18,2,0,0,0,744,86,0,0,0,0,0,830,155,42,133,110,180,9,76,14,91
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau La Verna,0296::SB5,6603 AM,761,418,15,4,0,0,0,379,58,0,0,0,0,0,437,164,14,49,41,44,1,32,16,57
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Waaijershof,0296::SB6,6606 AB,346,244,7,1,0,0,0,220,32,0,0,0,0,0,252,112,6,21,13,39,3,10,10,30
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Wijkgebouw Wijchen Oost,0296::SB7,6603 AE,1990,898,14,3,0,1,0,800,116,0,0,1,0,0,916,181,32,138,112,145,3,90,20,177
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Brede school Noorderlicht,0296::SB8,6601 DL,1875,967,23,4,0,0,0,934,60,0,0,0,0,0,994,202,45,174,140,89,6,94,20,197
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Wijkgebouw Wijchen Zuid,0296::SB9,6605 HN,1940,1011,38,0,0,0,0,948,101,0,0,0,0,0,1049,168,44,175,148,121,13,144,25,173
Rivierenland,Wijchen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Wijkcentrum Achterom,0296::SB10,6601 XW,1177,682,20,3,0,0,0,646,59,0,0,0,0,0,705,128,28,117,95,62,10,67,15,160
