contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Duinhage Florence,0518::SB101,2566 AW,897,750,12,9,0,0,1,698,72,0,0,0,0,0,771,190,75,99,77,78,115,61,20,1,0,2,32
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Dalton Den Haag,0518::SB102,2555 GA,1380,985,0,11,0,2,0,903,95,0,0,2,0,0,998,222,127,149,57,142,152,49,33,3,1,5,45
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Inspecteur S. de Vriesschool,0518::SB103,2555 MA,997,510,5,10,0,12,0,480,57,0,0,12,0,0,537,78,55,61,37,55,86,64,36,0,2,10,26
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Haags Centrum voor Onderwijsbegeleiding,0518::SB104,2554 EM,571,519,2,4,0,0,0,473,52,0,0,0,0,0,525,163,71,45,46,33,70,52,20,0,1,0,18
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijk- en dienstencentrum De Wiekslag,0518::SB105,2553 GR,1074,1066,26,10,0,0,0,1008,94,0,0,0,0,0,1102,197,124,147,103,95,153,138,42,3,2,6,56
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WoonZorgPark Loosduinen,0518::SB106,2552 BR,2808,1422,30,6,0,2,1,1317,142,0,0,2,0,0,1460,204,142,190,154,99,251,194,75,6,8,9,90
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Parnassia,0518::SB107,2553 RH,712,468,9,4,0,0,0,434,47,0,0,0,0,0,481,102,44,65,47,46,79,24,43,3,2,2,11
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau HFCC Racing,0518::SB110,2544 EK,1760,319,7,4,0,0,0,287,44,1,0,1,0,0,331,63,44,37,17,28,52,41,11,3,3,3,17
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Parnassiagroep/Reakt,0518::SB111,2544 EZ,501,145,2,3,0,1,0,133,16,0,1,0,0,0,149,28,14,26,4,14,25,20,6,0,2,0,6
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Koos Meindertsschool,0518::SB112,2552 HW,1423,524,14,2,0,0,0,474,66,0,0,0,0,0,540,108,55,69,43,41,92,55,27,1,0,0,33
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Koos Meindertsschool,0518::SB113,2552 HW,976,646,19,2,3,0,0,605,65,0,0,3,0,0,670,110,59,111,51,65,104,89,19,3,1,5,29
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WZH Nieuw Berkendael,0518::SB114,2552 TX,1900,654,29,3,0,2,0,629,59,0,0,2,0,0,688,103,68,100,52,72,107,85,25,3,5,4,30
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Florence Woonzorgcentrum Houthaghe,0518::SB117,2552 SB,2027,971,28,8,0,0,1,911,93,0,2,0,0,0,1005,124,115,136,85,77,148,169,45,6,13,10,43
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verpleeghuis Houtwijk,0518::SB118,2552 ZV,1306,836,16,4,0,6,0,777,85,0,0,6,0,0,862,158,78,166,101,92,100,83,28,3,1,2,24
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Tuincentrum Onings,0518::SB122,2555 JL,1999,1091,25,4,0,4,0,1009,107,0,4,0,0,0,1116,215,115,179,87,120,185,89,32,11,4,3,51
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum De Geest,0518::SB125,2551 ZC,1729,667,19,2,0,0,0,617,71,0,0,0,0,0,688,86,96,101,44,57,127,105,20,1,4,5,21
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Florence WZC Wijndaelercentrum,0518::SB126,2551 GM,1485,693,16,4,0,0,0,655,58,0,0,0,0,0,713,121,74,90,84,57,112,93,23,2,1,1,35
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Cardia Woonzorgcentrum Tabitha,0518::SB127,2555 KZ,1484,1068,13,11,0,2,0,1014,80,0,2,0,0,0,1094,247,101,132,113,82,145,135,52,5,4,5,47
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Eerste Nederlandse Montessori School,0518::SB130,2566 DA,1841,1041,19,3,0,0,0,936,127,0,0,0,0,0,1063,388,148,107,84,123,103,32,37,2,0,1,16
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Serviceflat Dekkershaghe,0518::SB131,2551 GA,904,619,15,0,0,0,0,600,43,6,0,9,0,3,643,131,48,88,66,53,103,69,20,3,1,3,34
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Centrum Bokkefort,0518::SB132,2552 KW,618,546,18,2,0,2,0,507,57,0,2,0,0,0,564,49,65,96,35,52,98,72,20,3,18,2,36
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Middin AC Waldeck,0518::SB134,2551 WK,2235,544,10,2,0,0,0,503,54,1,0,1,0,0,557,62,62,92,42,52,108,78,14,2,3,8,21
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Het Eiland,0518::SB136,2553 VK,2208,726,23,2,0,0,0,694,57,0,0,0,0,0,751,86,78,94,62,72,121,135,26,4,7,9,32
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau HV & CV Quick,0518::SB138,2566 BZ,725,277,3,0,0,0,0,241,39,0,0,0,0,0,280,113,27,35,26,23,22,15,5,1,2,1,7
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Scoutinggroep Ferguson,0518::SB139,2555 NB,911,453,11,1,0,0,0,423,42,0,0,0,0,0,465,106,48,68,35,65,75,32,8,0,1,3,12
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Hofstad Lyceum,0518::SB140,2555 HA,2195,1042,16,3,0,0,0,969,99,0,0,7,0,0,1068,211,117,157,85,144,149,92,21,7,1,5,53
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Honk- en softbalclub Storks,0518::SB141,2554 BW,569,161,6,1,0,0,0,152,16,0,0,0,0,0,168,44,24,20,18,19,20,8,3,0,1,0,4
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau SV Loosduinen,0518::SB142,2553 EC,953,323,6,3,0,0,0,289,43,0,0,0,0,0,332,138,33,28,24,29,26,19,13,1,0,4,8
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stichting de Madelief,0518::SB148,2553 ED,839,361,7,2,0,0,0,320,50,0,0,0,0,0,370,138,37,38,35,40,38,11,10,2,0,0,12
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De la Reyschool,0518::SB202,2571 GH,2378,713,43,18,0,1,0,658,117,0,0,1,0,0,775,92,49,155,69,93,95,53,35,1,32,3,36
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De Gelderlandschool,0518::SB204,2573 BA,3007,707,34,0,0,2,1,649,93,0,0,2,0,0,743,60,90,133,52,90,121,78,30,4,9,6,34
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Middin Steinmetz de Compaan,0518::SB206,2574 VS,2978,824,22,16,0,5,0,754,113,0,0,5,0,0,867,97,98,139,50,69,154,112,40,0,12,11,42
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS Het Galjoen,0518::SB209,2525 ZV,2761,697,55,10,0,3,0,598,167,0,0,3,0,0,765,115,32,188,65,66,64,57,17,1,35,6,51
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Musicon,0518::SB211,2574 AL,2818,886,23,11,0,2,1,829,92,0,0,2,0,0,922,105,103,137,44,104,177,94,47,4,3,2,66
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De la Reyschool Voorthuizenstraat,0518::SB212,2573 AH,2996,588,9,6,0,1,0,539,65,0,0,1,0,0,604,66,72,96,30,66,129,59,27,0,4,7,32
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Sportzaal Andre Castens,0518::SB213,2546 XE,2348,844,17,5,0,3,0,777,92,0,0,3,0,0,869,136,75,113,45,92,157,126,29,1,4,13,53
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau CBS De Ark,0518::SB215,2546 SP,3401,1212,34,8,0,0,0,1149,111,6,0,0,0,0,1260,135,147,221,62,139,230,138,41,6,5,16,72
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Tamarschool,0518::SB217,2545 NL,2155,486,14,11,0,0,0,469,42,0,0,0,0,0,511,41,26,97,38,38,82,57,57,0,17,6,27
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WoonZorgPark Swaenesteijn,0518::SB219,2547 JG,2262,1238,25,4,0,1,0,1160,108,0,0,1,0,0,1268,154,140,220,101,124,227,168,51,3,7,2,41
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WoonZorgPark Swaenehove,0518::SB221,2547 KX,1939,891,26,10,0,0,0,824,103,0,0,0,0,0,927,133,108,136,58,83,143,132,41,3,7,6,41
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Bouwlust,0518::SB225,2544 VS,2381,658,35,19,0,0,0,595,117,0,0,0,0,0,712,79,55,156,58,64,82,61,18,1,35,4,45
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau RKBS De Zuidwester,0518::SB227,2544 ME,2557,596,35,8,0,2,0,557,80,0,2,0,0,0,637,96,37,136,45,57,82,71,29,1,14,2,26
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verpleeghuis De Lozerhof,0518::SB228,2544 RP,2999,710,21,12,0,0,0,655,89,1,0,1,0,0,744,72,49,139,72,62,110,102,19,1,16,9,59
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Florence Expertisecentrum Gulden Huis,0518::SB229,2542 AA,2120,595,15,12,0,4,0,536,90,0,0,4,0,0,626,61,48,135,65,51,72,73,20,2,21,6,41
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Centrum Carel van den Oever,0518::SB231,2542 TP,1478,308,20,6,0,0,0,295,39,0,0,0,0,0,334,31,20,85,33,29,41,26,13,0,12,1,17
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau SBO De Springplank,0518::SB232,2542 XH,2520,780,32,8,0,1,0,696,121,2,3,0,0,0,817,148,54,146,72,81,101,56,29,1,42,4,46
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau PartyCentrum Ons Huis,0518::SB233,2531 XE,3027,589,21,11,0,4,0,541,85,0,0,5,1,0,626,72,52,116,37,61,78,67,40,3,18,1,44
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Blokpoelschool,0518::SB234,2543 VS,3033,744,42,12,0,0,0,696,102,0,0,0,0,0,798,104,56,200,65,65,88,74,13,5,29,3,42
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verpleeghuis Vrederust-West,0518::SB235,2542 XA,2489,654,22,5,0,0,1,587,93,0,0,0,0,0,681,84,38,143,72,55,78,100,35,1,9,3,36
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Parkoers Stichting VTV,0518::SB236,2533 SX,962,287,4,4,0,1,0,266,30,1,0,1,0,0,296,32,23,47,16,33,53,46,15,1,8,0,13
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stadsdeelkantoor Escamp,0518::SB239,2545 HA,1789,889,64,21,0,0,0,864,110,0,0,0,0,0,974,117,70,217,57,85,145,81,33,4,34,8,38
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Ontmoetingscentrum Morgenstond,0518::SB242,2541 JG,2503,542,16,5,0,0,0,505,61,3,0,3,0,0,566,77,51,110,62,48,64,72,17,1,11,3,26
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau AC Sparring - Gemiva SVG Groep,0518::SB244,2545 HP,1317,212,6,2,0,0,0,206,14,0,0,0,0,0,220,24,19,49,21,16,31,30,3,3,0,1,15
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau ROC Mondriaan,0518::SB246,2545 VX,3971,1084,39,7,0,40,0,1004,166,0,0,40,0,0,1170,162,90,196,82,91,178,156,43,3,28,1,54
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Woonzorgcentrum Moerwijk,0518::SB254,2531 RB,2900,528,37,32,0,1,0,530,66,0,1,0,0,0,596,49,34,131,40,38,87,57,34,1,19,7,31
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Moerwijk,0518::SB259,2533 TG,2835,673,36,16,0,7,0,640,93,1,0,8,0,0,733,81,55,157,52,58,109,61,19,3,19,3,56
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verzorgingshuis Waterhof,0518::SB261,2548 MC,1555,325,16,2,0,0,0,314,29,0,0,0,0,0,343,51,24,48,29,31,58,44,12,2,2,3,21
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Maria Montessorischool,0518::SB262,2548 NT,1727,791,22,5,0,0,0,695,123,0,0,0,0,0,818,257,69,117,71,93,76,47,25,2,8,3,23
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau RKBS De Fontein,0518::SB265,2548 CK,2318,728,17,10,0,0,0,657,98,0,0,0,0,0,755,177,89,115,60,68,90,63,10,4,17,3,32
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau RKBS De Fontein,0518::SB266,2548 CK,585,693,16,5,0,8,0,610,112,0,0,8,0,0,722,142,76,130,59,55,95,64,21,3,14,4,30
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WZH Hoge Veld,0518::SB268,2548 CG,2429,745,22,13,0,0,0,681,99,0,0,0,0,0,780,160,73,105,56,72,90,110,19,4,19,4,33
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau CBS De Gantel,0518::SB270,2548 BR,2372,1216,29,17,0,5,0,1100,167,0,0,5,0,0,1267,320,132,188,109,95,123,127,42,6,8,9,57
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Roemer Visscher College,0518::SB275,2533 VG,2241,365,3,8,0,0,0,331,45,0,0,0,0,0,376,32,19,88,30,31,65,54,10,3,15,5,13
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De Drentse Hoek,0518::SB277,2545 SL,2006,556,18,4,0,1,0,473,104,0,1,0,0,0,577,71,43,151,46,36,78,55,17,2,26,8,23
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Haga Ziekenhuis,0518::SB278,2545 AA,2904,1351,28,7,0,1,2,1217,168,0,0,1,0,0,1387,206,137,245,104,164,187,166,68,1,11,4,58
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De Wissel,0518::SB280,2541 RL,944,319,10,6,0,1,0,295,39,0,1,0,1,0,334,50,22,74,36,25,36,43,9,0,7,4,13
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau ISV Kameleon,0518::SB281,2543 RT,1564,314,16,7,0,0,0,282,55,0,0,0,0,0,337,30,33,71,27,30,39,37,11,0,11,3,22
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau The Student Hotel,0518::SB283,2526 BN,2918,533,24,8,0,0,0,503,62,0,0,0,0,0,565,48,38,170,34,64,103,14,21,4,17,2,18
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stadsboerderij Op den Dijk,0518::SB286,2548 AX,2580,1210,23,5,0,1,0,1098,141,0,0,1,0,0,1239,275,173,177,110,132,145,103,26,5,8,9,47
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Centrum Rumoer,0518::SB292,2547 LP,1663,417,8,5,0,0,0,387,43,0,0,0,0,0,430,43,35,62,26,44,80,74,20,2,3,5,23
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau S.V. Wateringse Veld Kranenburg,0518::SB293,2548 ZS,3517,458,15,3,0,0,0,406,75,0,0,5,0,5,481,93,69,73,25,43,52,57,14,2,6,5,19
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau S.V. Wateringse Veld Kranenburg,0518::SB294,2548 ZS,105,464,11,4,0,4,0,407,68,0,4,0,0,0,475,93,61,75,34,35,65,49,16,2,10,2,22
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Hart van Moerwijk,0518::SB296,2531 KA,2156,481,27,8,0,1,0,442,75,0,0,1,0,0,517,54,47,113,31,43,79,45,19,1,15,3,31
