contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Voormalig gemeentehuis Gramsbergen,0160::SB14,7783 CG,1767,952,7,2,0,0,0,894,67,0,0,0,0,0,961,257,203,122,116,142,27,13,3,69
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau MFC de Binder,0160::SB15,7783 HA,1191,810,7,1,0,0,0,744,74,0,0,0,0,0,818,231,168,127,89,81,34,20,7,53
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Dorpshuis De Krim,0160::SB16,7782 RN,1538,836,10,6,0,0,0,791,61,0,0,0,0,0,852,139,147,117,72,188,46,17,4,106
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Oude basisschool  Ane,0160::SB17,7784 CG,659,423,4,0,0,0,0,383,44,0,0,0,0,0,427,152,52,77,46,64,9,7,1,15
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau 't Haarschut  Kloosterhaar,0160::SB18,7694 AA,1172,563,24,4,0,0,1,536,54,0,0,0,0,0,591,128,116,90,68,26,32,15,2,86
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau 't Uilenest,0160::SB19,7771 AC,1110,606,9,3,0,0,0,580,38,0,0,0,0,0,618,129,98,96,54,128,26,16,4,55
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ver. gebouw  de Esch,0160::SB20,7771 RD,1358,834,14,0,0,0,0,772,76,0,0,0,0,0,848,193,139,93,69,255,15,18,2,50
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau De Smidse,0160::SB21,7771 CV,1540,1007,11,1,0,1,1,921,98,0,0,1,0,0,1020,119,139,89,62,461,12,56,4,65
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Stembureau ""De Schoutenhof """,0160::SB22,7773 CC,1664,917,15,3,0,1,0,832,104,0,0,1,0,0,936,178,162,107,160,210,18,23,3,56
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Stembureau Dorpshuis ""De Heugte""  Radewijk",0160::SB23,7791 RK,518,319,3,1,0,0,0,296,27,0,0,0,0,0,323,112,43,106,18,16,4,5,2,13
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau De Horst Sibculo,0160::SB24,7693 PH,1114,568,13,1,0,0,0,545,37,0,0,0,0,0,582,190,90,104,51,48,12,26,6,41
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau R.K. kerk H. Alphonsus de Liguori,0160::SB25,7776 AG,1060,525,6,1,0,0,0,486,46,0,0,0,0,0,532,144,115,58,69,22,33,10,0,74
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ons Trefpunt Schuinesloot,0160::SB28,7777 RN,747,426,6,1,0,0,0,389,44,0,0,0,0,0,433,127,88,57,36,31,10,25,0,52
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Zorgcentrum  Oostloorn,0160::SB29,7772 ZC,1509,740,11,3,0,0,0,691,63,0,0,0,0,0,754,206,109,86,71,169,22,12,1,64
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ver.gebouw Pro Rege,0160::SB30,7775 AS,1427,815,11,1,0,1,0,769,57,0,1,0,0,0,826,199,159,107,70,152,21,31,7,69
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau MFC De Baron,0160::SB31,7701 GM ,1129,692,18,2,0,0,0,667,45,0,0,0,0,0,712,146,168,79,111,62,19,12,8,87
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Chr. Geref. Kerk.,0160::SB32,7701 EA,1302,708,11,6,0,1,2,677,47,0,0,1,0,0,726,163,159,73,86,96,42,15,4,70
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Kerkelijk Centrum De Fontein,0160::SB34,7701 JE,1353,545,10,1,0,0,0,510,46,0,0,0,0,0,556,108,150,59,49,58,24,8,1,88
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Zwembad De Kiefer,0160::SB35,7701 PZ,1174,737,25,1,0,2,0,711,54,0,0,2,0,0,765,136,163,96,163,72,19,21,7,60
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau van Dedem Marke,0160::SB36,7701 LR,1369,730,15,4,0,0,1,694,54,0,0,0,0,0,749,172,163,78,100,71,42,21,3,80
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Chr. Daltonschool De Groen,0160::SB37,7701 AT,1545,774,0,1,0,0,0,731,44,0,0,0,0,0,775,173,185,102,131,58,25,18,9,73
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau O.B.S. 't Spectrum,0160::SB40,7772 LD,1467,1007,9,1,0,1,0,936,80,0,1,0,0,0,1016,208,194,111,98,258,17,38,6,77
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Marslanden - Restaurant Het Heemse,0160::SB41,7773 AH,914,675,10,2,0,0,0,621,68,0,0,2,0,0,689,128,86,68,125,210,8,20,1,29
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Gemeentehuis,0160::SB42,7772 HZ,886,508,12,3,0,0,0,487,36,0,0,0,0,0,523,110,105,58,55,107,14,10,3,46
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Hardenberg Buurtkamer,0160::SB43,7772 CE,1210,690,16,4,0,1,0,666,45,0,0,1,0,0,711,167,134,65,68,145,33,20,3,55
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Dorpshuis De Heujmansbelt,0160::SB45,7695 TJ,863,522,2,1,0,0,0,483,42,0,0,0,0,0,525,152,82,67,51,90,13,26,1,40
