contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Koningskamer,0340::SB1,3911LB,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Huis van de Gemeente,0340::SB2,3911MG,0,26,0,1,0,0,0,23,4,0,0,0,0,0,27,6,0,2,3,2,10,0,2,1,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gebouw de Vlam,0340::SB3,3911XK,78,40,0,1,0,0,0,33,8,0,0,0,0,0,41,10,3,1,6,3,5,3,5,1,3
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Steakhouse Cunera,0340::SB4,3911AS,77,43,1,0,0,5,1,46,2,0,0,5,0,0,49,12,4,3,6,4,8,3,2,1,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ontmoetings-kerk,0340::SB5,3911AE,0,11,1,0,0,0,0,11,1,0,0,0,0,0,12,3,0,1,1,0,1,3,1,1,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Rhenendael,0340::SB6,3911RM,917,553,6,0,0,0,0,480,79,0,0,0,0,0,559,144,94,52,44,23,106,36,23,29,2
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Dorpshuis,0340::SB7,3911CX,1938,1258,4,5,0,6,0,1083,178,0,6,0,0,0,1261,97,117,103,59,37,756,30,26,32,1
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Bestegoed (basisschool het Visnet),0340::SB8,3921EK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Bestegoed (boven),0340::SB9,3921CM,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Tollekamp,0340::SB10,3911NC,0,4,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,2,1,0,1,0,0
Vallei en Veluwe,Rhenen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Trisport Rhenen,0340::SB11,3911BE,42,20,2,0,0,0,0,19,3,0,0,0,0,0,22,4,4,1,2,1,4,2,2,0,0
