contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeentehuis,0147::SB1,7622 DG,1565,877,25,6,0,2,1,832,73,0,2,0,0,0,906,184,256,166,118,31,46,6,7,63
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Sprankel,0147::SB2,7622 HB,1530,783,9,7,0,1,0,734,66,0,0,1,0,0,800,158,209,152,99,34,41,4,16,70
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Bornse Harmonie,0147::SB3,7621 EM,947,385,9,1,0,0,0,362,33,0,0,0,0,0,395,66,125,83,35,13,19,3,5,36
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkgebouw De Letterbak,0147::SB4,7621 CV,1506,791,17,3,0,0,0,761,50,0,0,0,0,0,811,162,201,171,105,33,36,2,9,72
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sporthal 't Wooldrik,0147::SB5,7621 AH,1219,749,7,5,0,0,0,701,60,0,0,0,0,0,761,147,206,167,100,30,27,6,2,64
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Brandweerkazerne,0147::SB6,7622 BM,1325,619,7,3,0,2,1,573,57,0,0,2,0,0,631,121,144,114,141,16,28,5,5,45
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Het Dijkhuis,0147::SB7,7622 CM,1303,821,15,3,0,1,2,765,73,0,0,1,0,0,840,213,196,152,130,27,43,7,9,44
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Het Prisma,0147::SB8,7623 DR,1487,855,20,2,0,2,1,815,63,0,0,2,0,0,879,166,281,167,101,40,29,6,7,58
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau MFA Sindron,0147::SB9,7625 PJ,1135,687,8,1,0,0,0,638,58,0,0,0,0,0,696,268,137,89,111,22,22,8,1,29
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Veste 1,0147::SB10,7623 AX,1052,688,7,1,0,0,0,610,86,0,0,0,0,0,696,148,197,98,177,28,12,2,7,19
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool St. Aegidius,0147::SB11,7626 LW,418,269,5,1,0,0,0,246,29,0,0,0,0,0,275,152,34,29,33,7,5,1,2,6
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeenschapsruimte de Wanne,0147::SB12,7623 HD,1544,936,22,5,0,1,0,883,79,0,1,0,0,0,962,169,314,150,188,31,24,2,9,49
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Wiekslag,0147::SB13,7621 EK,987,598,10,6,0,0,0,566,48,0,0,0,0,0,614,110,154,126,70,12,44,11,9,62
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gezondheidscentrum Fleminghof,0147::SB14,7622 MB,838,648,16,3,0,1,0,620,46,0,1,0,0,0,666,147,151,134,90,22,36,6,7,55
Vechtstromen,Borne,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Veste 2,0147::SB15,7623 AH,1452,618,8,0,0,1,0,553,74,0,0,1,0,0,627,132,157,89,188,25,13,3,4,7
