contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zalencentrum het Verlaat,1959::SB1,4286 DB,1673,1084,9,3,0,4,0,972,120,0,4,0,0,0,1092,430,40,106,37,187,40,48,163,33
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau De Almhof, NH-kerk",1959::SB2,4286 BB,1274,589,3,2,0,0,0,518,76,0,0,0,0,0,594,218,21,39,27,65,38,35,136,10
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Hervormd Centrum De Ark,1959::SB3,4281 LH,1048,631,9,1,0,1,0,568,74,0,0,1,0,0,642,214,13,47,34,53,92,31,127,20
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau Zorgplein Maaswaarden, De Notenhoff, Andel",1959::SB4,4281 PN,858,425,2,1,0,0,0,391,37,0,0,0,0,0,428,169,9,32,13,41,60,12,78,11
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gerefomeerde Kerk De Hoeksteen,1959::SB5,4271 AN,913,416,7,1,0,0,0,380,44,0,0,0,0,0,424,114,14,44,23,103,21,13,64,20
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Dussenaar,1959::SB6,4271 AX,1080,581,8,4,0,0,0,516,77,0,0,0,0,0,593,171,39,48,31,116,12,45,79,40
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Eethen,1959::SB7,4266 ER,951,512,5,1,0,0,0,473,45,0,0,0,0,0,518,112,16,44,31,160,27,37,55,30
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Genderen,1959::SB8,4265 JG,1378,814,9,6,0,0,0,738,91,0,0,0,0,0,829,295,20,80,30,186,48,35,88,32
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau Sportcafé de Jager, Giessen",1959::SB9,4283 GR,1265,700,9,1,0,1,0,631,80,0,0,1,0,0,711,240,22,71,25,52,57,47,155,31
Rivierenland,Altena,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Steunpunt Den Dotter,1959::SB10,4273 CG,1651,658,9,2,0,1,0,612,58,0,0,1,0,0,670,155,50,102,49,108,4,50,68,72
