contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Hervormde Kerk,1621::SB1,2661 CB,1486,868,22,2,0,2,0,822,68,0,2,0,0,0,890,188,182,68,131,140,95,36,28
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gemeentehuis Lansingerland,1621::SB2,2662 SB,1932,949,21,2,0,1,0,869,102,0,1,0,0,0,971,260,224,90,101,81,85,48,60
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Rozenhoek,1621::SB3,2661 HK,2006,990,24,8,0,4,0,949,69,0,4,0,0,0,1018,163,233,86,126,131,110,63,78
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Postduivenvereniging,1621::SB4,2661 GV,786,443,3,1,0,0,0,398,49,0,0,0,0,0,447,109,97,27,70,44,35,21,40
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau RK Basisschool Pius X,1621::SB5,2661 KZ,2057,1083,32,11,0,0,0,1018,108,0,0,0,0,0,1126,235,254,116,140,96,126,56,60
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau GKV Het Baken,1621::SB6,2661 TP,1645,933,17,1,0,4,0,824,123,0,4,0,0,0,947,300,184,77,116,75,75,62,44
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Jongeren Centrum Spectrum,1621::SB7,2661 AL,1893,1138,31,3,0,0,0,1049,123,0,0,0,0,0,1172,295,257,115,136,109,124,60,42
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau CBS De Acker,1621::SB8,2661 SX,1994,1128,20,3,0,2,0,1130,119,0,2,0,0,0,1149,317,280,89,135,122,79,65,41
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Woonzorgcentrum De Leeuwerik,1621::SB18,2665 VH,1847,1061,10,3,0,0,0,957,117,0,0,0,0,0,1074,271,166,98,205,86,110,58,67
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gereformeerde Kerk Bleiswijk Open Hof,1621::SB19,2665 BJ,1981,1023,13,8,0,2,0,932,110,0,2,0,0,0,1042,209,174,81,207,139,77,50,86
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau KBS De Oosthoek,1621::SB20,2665 ES,1768,896,18,1,0,1,1,826,87,0,1,0,0,0,914,185,191,82,187,67,69,42,73
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau CBS De Wiekslag,1621::SB21,2665 ES,2003,1235,18,3,0,1,0,1099,156,0,1,0,0,0,1255,257,240,113,235,98,123,86,83
Schieland en de Krimpenerwaard,Lansingerland,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Brandweerkazerne Bleiswijk,1621::SB22,2665 JA,1688,954,13,8,0,1,0,846,130,0,0,1,0,0,976,262,167,35,151,134,66,35,104
