contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis Boxtel,0757::SB1,5281 AT,1470,1048,36,9,0,0,2,982,109,0,0,0,0,0,1093,337,187,214,118,62,41,54,11,24
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wereldhuis,0757::SB2,5281 AB,2160,792,23,4,0,1,2,739,79,0,0,1,0,0,820,259,158,156,81,57,35,23,11,12
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau WSD Station,0757::SB3,5281 GH,1750,649,30,3,0,0,0,640,42,0,0,0,0,0,682,278,68,69,94,66,25,24,9,16
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Ursulagebouw,0757::SB4,5281 HV,1198,534,24,5,0,0,0,515,48,0,0,0,0,0,563,210,77,86,75,26,19,19,9,13
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Woon-zorgcentrum Simeonshof,0757::SB5,5282 PA,1553,645,24,8,0,0,0,620,57,0,0,0,0,0,677,257,104,76,73,77,29,12,6,11
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Walnoot,0757::SB6,5282 GC,1880,843,4,30,0,0,0,792,85,0,0,0,0,0,877,301,103,97,147,79,52,35,12,17
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Rots,0757::SB7,5283 CA,2170,885,26,0,0,0,0,840,71,0,0,0,0,0,911,348,105,101,135,95,30,34,13,24
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Vorsenpoel,0757::SB8,5283 CV,1801,697,19,0,0,0,0,647,71,0,0,2,0,0,718,243,116,116,109,44,26,19,8,16
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Brede School De Wilgenbroek,0757::SB9,5283 EE,1718,740,21,3,0,0,0,688,76,0,0,0,0,0,764,315,108,76,92,61,32,26,7,23
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Beemden,0757::SB10,5283 KG,1802,1038,37,8,0,0,0,978,105,0,0,0,0,0,1083,407,133,140,152,89,48,41,9,19
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Orion,0757::SB11,5281 LG,963,506,21,5,0,0,0,480,52,0,0,0,0,0,532,168,106,83,43,36,22,25,9,14
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Eethuis 't Tweespan,0757::SB12,5281 LR,930,433,12,2,0,0,0,390,57,0,0,0,0,0,447,144,97,70,36,32,19,26,3,6
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dienstencentrum Kloosterhof,0757::SB13,5298 BW,1972,1069,30,11,0,0,1,1008,101,0,0,0,0,0,1110,264,292,134,88,60,150,56,10,15
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Jeugdhuis Pius X,0757::SB14,5298 VN,1873,864,24,5,0,0,0,824,69,0,0,0,0,0,893,231,212,140,60,45,90,51,11,24
De Dommel,Boxtel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Waterschap de Dommel,0757::SB15,5283 WB,1516,611,3,3,0,0,0,551,66,0,0,0,0,0,617,215,79,116,77,38,26,46,5,9
