contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Kinderdagcentrum Nifterlake,0362::SB1,1181 CD,50,6,0,0,0,0,0,6,0,0,0,0,0,0,6,1,1,2,0,0,1,0,1,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Go Centrum,0362::SB2,1181 HV,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,50,364,10,1,0,0,0,350,27,2,0,2,0,0,377,43,32,80,57,23,63,13,47,6
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Raadhuis,0362::SB10,1182 JR,50,178,2,0,0,0,0,161,19,0,0,0,0,0,180,45,23,31,27,2,31,6,12,1
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,50,21,1,0,1,0,0,19,4,0,0,1,0,0,23,4,2,0,6,1,6,2,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Woonzorgcentrum De Luwte,0362::SB12,1185 XJ,50,40,0,0,0,0,0,33,6,0,1,0,1,0,39,21,4,8,4,0,3,0,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Paaskerk,0362::SB13,1185 CN,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Amstelveen,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Rode Kruis gebouw,0362::SB14,1185 HH,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
