contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Hollandse Delta Natuurlijk
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Zalencentrum,0501::SB1,3231 VJ,1480,741,8,6,0,3,0,694,64,0,0,3,0,0,758,244,43,124,72,68,1,10,37,23,119
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Stadskantoor,0501::SB2,3231 AP,1855,911,20,7,0,0,0,842,96,0,0,0,0,0,938,331,55,118,72,57,9,26,40,32,171
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Scheepvaart & Transportcollege,0501::SB3,3232 AE,1009,489,7,1,0,2,0,465,34,0,0,2,0,0,499,177,32,60,28,35,1,14,39,14,89
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Vlinderhof,0501::SB4,3232 SX,1135,683,11,2,0,2,0,654,45,1,0,3,0,0,699,273,57,85,59,34,1,32,28,10,104
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dukdalf,0501::SB5,3232 CV,1432,830,8,2,0,29,1,751,59,0,29,0,0,0,811,283,45,96,60,51,36,25,56,27,151
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau 't Dijckhuis,0501::SB6,3237 AK,1461,846,5,4,0,0,0,779,76,0,0,0,0,0,855,373,47,103,49,50,11,19,61,17,116
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Gaffelaar,0501::SB7,3238 AD,1581,842,12,2,0,0,0,785,71,0,0,0,0,0,856,340,71,99,45,65,3,17,48,15,139
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Plantage,0501::SB8,3232 LE,1197,600,18,3,0,1,0,555,65,0,1,0,0,0,620,244,46,68,48,36,2,17,35,16,88
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wellantcollege,0501::SB9,3232 VL,1176,518,13,5,0,1,0,501,36,0,0,1,0,0,537,221,38,31,38,35,9,10,35,20,81
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Les Rives,0501::SB10,3232 GN,855,473,5,6,0,1,0,445,40,0,0,1,0,0,485,193,24,51,46,23,3,17,31,10,75
Hollandse Delta,Brielle,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Maerlant,0501::SB11,3232 PX,1013,579,8,0,0,0,0,519,68,0,0,0,0,0,587,203,29,125,34,37,5,7,34,17,88
