contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Paleis-Raadhuis,0855::SB1,,2961,766,36,8,2,0,0,749,59,0,2,0,0,0,808,296,72,132,140,46,21,34,11,14
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau De Harmonie,0855::SB2,,1402,679,39,3,0,0,0,680,39,0,2,0,0,0,719,281,52,110,152,16,25,25,15,3
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkcentrum In De Boomtak,0855::SB3,,3639,1633,69,6,0,0,0,1595,113,0,0,0,0,0,1708,657,165,179,340,122,56,54,12,48
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Odulphuslyceum,0855::SB4,,3323,736,20,1,0,0,0,707,50,0,0,0,0,0,757,274,78,108,139,55,35,24,7,16
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Huize Mater Misericordiae,0855::SB5,,4480,1258,54,9,0,3,1,1235,88,0,3,0,0,0,1324,472,171,147,242,76,49,43,22,36
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkcentrum Koningshaven,0855::SB6,,5582,1395,56,7,0,0,2,1334,133,0,0,11,0,0,1469,533,108,171,263,151,43,58,18,50
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Regionaal Archief Tilburg,0855::SB7,,2508,1145,43,6,0,0,0,1101,100,0,0,7,0,0,1201,428,118,192,226,69,40,45,3,24
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau De Pelgrimhoeve,0855::SB8,,2571,1279,43,8,0,0,0,1218,112,0,0,0,0,0,1330,497,133,203,265,67,28,28,25,33
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Woonzorgcentrum Koningsvoorde,0855::SB11,,4219,1255,57,8,0,0,0,1227,95,0,0,2,0,0,1322,444,122,119,244,162,55,59,13,37
De Dommel,Tilburg,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkcentrum De Nieuwe Stede,0855::SB12,,3502,1179,63,11,0,0,0,1197,56,0,0,0,0,0,1253,495,85,116,261,78,49,58,8,29
