contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis,1894::SB1,5981 CC,2301,1384,61,14,0,5,0,1284,170,0,5,0,0,0,1454,192,75,74,3,21,5,28,7,765,0,116,45,2,51
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Houbereij,1894::SB2,5981 CH,1992,907,26,4,0,0,0,847,90,0,0,0,0,0,937,108,56,47,0,14,2,14,2,536,3,50,42,1,32
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool de Wissel,1894::SB3,5981 DS,2034,650,36,1,0,1,0,613,75,0,0,1,0,0,688,69,35,29,1,5,2,13,0,395,1,54,29,1,16
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Dorpscentrum Kerkeböske,1894::SB4,5988 NE,2618,1112,33,4,0,1,0,1034,116,0,0,1,0,0,1150,134,49,39,0,14,3,27,6,669,3,99,43,5,21
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Dorpscentrum Kerkeböske,1894::SB5,5988 NE,2426,967,35,6,0,0,0,897,111,0,0,0,0,0,1008,140,31,39,0,12,5,16,2,601,1,63,33,3,21
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Wieksjlaag,1894::SB6,5986 AH,1716,826,36,3,0,0,0,754,111,0,0,0,0,0,865,101,31,40,0,15,4,10,6,502,1,45,45,0,26
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau de Ankerplaats,1894::SB7,5985 PG,1341,593,24,0,0,0,0,555,62,0,0,0,0,0,617,57,18,25,0,11,0,15,5,385,0,28,33,2,14
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis De Sprunk,1894::SB8,5984 PJ,1033,526,18,2,0,0,0,495,51,0,0,0,0,0,546,45,28,20,1,3,0,14,2,331,1,46,21,0,14
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Erf,1894::SB9,5987 AR,1103,550,26,6,0,0,0,505,77,0,0,0,0,0,582,63,16,24,0,9,3,13,1,334,0,46,27,2,12
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Niëns Horeca,1894::SB10,5993 AW,1586,637,31,7,0,1,0,593,81,0,1,0,0,0,674,101,51,11,0,8,2,18,8,222,0,162,31,1,22
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Mafcentrum,1894::SB11,5993 CC,2085,932,44,2,0,0,0,867,111,0,0,0,0,0,978,126,93,42,3,23,3,20,5,321,4,215,57,0,20
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Hoës van Bree,1894::SB12,5993 BT,1585,850,27,9,0,1,0,799,86,0,1,0,0,0,885,112,96,31,0,6,4,9,9,278,1,257,31,0,16
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Ter Borcht,1894::SB13,5991 AN,1941,968,55,9,0,7,0,934,91,0,7,0,0,0,1025,152,133,45,3,7,2,38,7,419,2,97,53,0,10
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool De Diamant,1894::SB14,5991 BN,1538,691,25,3,0,0,0,656,62,0,1,0,0,0,718,59,108,28,1,7,4,11,4,304,0,89,52,1,23
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Sporthal de Kazing,1894::SB15,5991 PX,1890,836,28,6,0,0,0,795,74,0,1,0,0,0,869,101,129,33,3,8,3,29,2,358,2,95,50,0,23
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis de Paort,1894::SB16,5995 BB,1200,612,45,9,0,0,0,590,76,0,0,0,0,0,666,70,50,40,1,8,1,14,6,290,6,77,39,0,10
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Woonzorgcomplex Hof van Kessel,1894::SB17,5995 XZ,1630,677,20,7,0,2,0,621,81,0,2,0,0,0,702,80,63,33,2,15,3,11,4,338,0,80,32,0,16
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Kessel-Eik,1894::SB18,5995 NM,599,304,17,4,0,0,0,294,31,0,0,0,0,0,325,31,30,25,2,19,1,0,4,143,0,27,15,0,7
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Sint Jozef,1894::SB19,5768 AW,1903,486,16,4,0,1,0,455,50,0,1,0,0,0,505,74,19,37,5,38,1,12,3,234,1,25,18,0,19
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis d'n Binger,1894::SB20,5768 BE,1584,958,60,3,0,0,0,922,99,0,0,0,0,0,1021,133,30,58,1,60,2,25,3,509,1,70,44,2,20
Limburg,Peel en Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Oranjehotel,1894::SB21,5768 AR,1517,808,51,1,0,1,0,745,116,0,0,1,0,0,861,118,23,67,4,41,7,25,5,393,3,56,43,2,21
