contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Stadhuis,0988::SB1,6000 AZ,1911,1352,45,21,0,0,3,1415,0,0,0,0,0,0,1418,203,15,126,12,661,8,31,5,3,4,131,126,5,22
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Odaschool Anjelierstraat,0988::SB3,6002 TP,1877,792,26,8,0,0,0,747,79,0,0,0,0,0,826,91,9,58,4,422,5,20,1,0,0,63,88,0,31
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Blokhut Scouting Fatima,0988::SB4,6001 TZ,2262,747,24,2,0,1,0,704,70,0,0,1,0,0,774,62,16,66,5,388,4,26,0,2,0,53,95,5,25
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Kantine MFS Aan de Bron,0988::SB6,6004 GC,1415,667,31,5,0,2,0,652,53,0,0,2,0,0,705,71,7,56,7,353,2,15,1,1,2,37,86,3,26
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Hieronymus,0988::SB7,6001 AP,1693,716,29,8,0,0,0,671,82,0,0,0,0,0,753,73,12,56,3,369,3,13,1,1,0,65,87,3,30
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Brede school Markeent,0988::SB8,6006 JN,1934,616,31,5,0,0,1,583,68,0,0,0,0,0,652,48,10,54,8,307,8,4,0,4,2,68,75,4,24
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Wijkgebouw Keenter Hart,0988::SB9,6006 ZH,1977,792,43,6,0,0,0,762,79,0,0,0,0,0,841,76,13,61,3,435,6,17,4,1,0,65,75,5,31
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Sportpark Graswinkel,0988::SB10,6005 JZ,1890,748,26,4,0,0,0,703,75,0,0,0,0,0,778,74,8,46,0,427,3,18,0,1,0,62,78,10,21
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau MFA Kimpeveld,0988::SB11,6005 SR,856,526,13,1,0,1,1,505,33,0,1,0,0,0,539,51,2,48,0,317,3,21,1,2,0,28,39,1,13
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Sportpark Op den Das,0988::SB12,6006 TL,872,442,13,7,0,0,0,406,56,0,0,0,0,0,462,45,3,30,0,263,2,9,1,3,0,48,28,0,10
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Trefcentrum Willem Litjenshof,0988::SB13,6002 CW,1817,889,21,9,0,1,0,837,83,0,0,1,0,0,920,118,10,59,5,499,1,15,0,1,0,62,88,4,27
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Kantine SV Laar,0988::SB14,6003 BD,2484,1128,38,8,0,2,0,1041,135,0,0,2,0,0,1176,161,4,49,6,620,9,19,0,3,0,108,110,2,37
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau IKC Laar,0988::SB15,6003 NW,1679,742,31,1,0,0,0,685,89,0,0,0,0,0,774,104,7,59,2,438,2,18,1,0,0,42,58,2,9
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Schutterslokaal De Krang,0988::SB17,6005 PB,717,401,9,0,0,0,0,374,36,0,0,0,0,0,410,38,4,40,0,234,1,10,1,1,0,41,27,0,4
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Woonzorgcentrum Hornehoof,0988::SB22,6001 BE,2290,714,19,2,0,0,1,687,47,0,0,0,0,0,735,88,13,58,5,399,3,6,3,2,1,51,61,2,22
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau IKC Leuken,0988::SB23,6004 BH,1311,801,30,4,0,0,0,752,83,0,0,0,0,0,835,60,5,56,3,470,6,12,0,1,2,71,93,1,21
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Brede School Moesel,0988::SB24,6006 GJ,1182,583,32,7,0,0,0,576,46,0,0,0,0,0,622,59,8,31,2,343,3,6,0,0,2,41,67,1,20
Limburg,Weert,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau St. Theuniskapel,0988::SB25,6006 PB,1474,819,22,1,0,0,0,760,82,0,0,0,0,0,842,175,4,57,0,440,4,25,0,2,3,59,38,0,12
