contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis ingang Oude Raadhuis,0203::SB1,3771 ER,985,814,6,3,0,0,0,727,96,0,0,0,0,0,823,174,111,106,63,52,182,52,40,29,5
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Basisschool De Bron,0203::SB2,3771 CS,905,595,8,1,0,0,0,522,82,0,0,0,0,0,604,86,88,83,16,22,213,37,17,31,2
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Appartementencomplex Rumah Maluku,0203::SB3,3771 GR,1661,849,12,3,0,2,0,783,83,0,0,2,0,0,866,73,92,133,48,54,261,74,32,79,3
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ontmoetingscentrum Bronveld,0203::SB4,3772 GR,1262,585,11,2,0,0,0,538,60,0,0,0,0,0,598,60,60,83,45,44,143,59,25,62,4
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Goede Herderkerk,0203::SB5,3772 BL,1388,1189,18,5,0,3,0,1070,145,0,0,3,0,0,1215,135,141,254,76,76,302,80,40,79,6
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Openbare Basisschool De Lijster,0203::SB6,3772 AA,441,233,3,0,0,0,0,207,29,0,0,0,0,0,236,21,22,34,19,22,69,17,7,21,1
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schaffelaartheater ingang Harmonie,0203::SB7,3772 KV,1353,990,15,1,0,0,0,893,113,0,0,0,0,0,1006,134,124,136,54,42,334,56,37,65,8
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau  Nederlands Pluimveemuseum,0203::SB8,3771 RB,1267,702,6,2,0,0,0,607,103,0,0,0,0,0,710,71,89,122,28,34,255,47,23,31,2
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verpleeghuis Norschoten,0203::SB9,3773 AW,731,601,4,4,0,0,1,535,73,0,0,0,0,0,609,65,67,98,20,24,235,21,27,42,2
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Daltonschool  Lange Voren,0203::SB10,3773 AT,1358,1290,7,2,0,1,0,1134,166,0,0,1,0,0,1300,150,184,260,55,47,429,68,42,52,3
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum Elim Barneveld,0203::SB11,3771 VB,1449,923,4,2,0,0,0,824,105,0,0,0,0,0,929,109,130,161,50,22,323,46,29,50,3
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zorgcentrum Nebo,0203::SB12,3771 HP,663,688,14,2,0,0,0,626,78,0,0,0,0,0,704,158,122,106,42,32,137,27,23,40,1
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Locatie Burgthof, PCBS ""De Fontein""",0203::SB13,3772 TD,1306,833,2,1,0,0,2,701,133,0,0,0,0,0,836,108,97,170,49,45,250,54,34,24,2
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Tennisbaan De Watermolen,0203::SB14,3772 MB,1617,865,5,1,0,0,0,763,108,0,0,0,0,0,871,167,108,149,54,37,220,45,46,37,2
Vallei en Veluwe,Barneveld,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Openbare Basisschool De Zandberg,0203::SB15,3771 KV,1633,972,6,3,0,0,0,839,142,0,0,0,0,0,981,114,143,167,55,66,265,64,50,47,1
