contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0798::SB1,5081 CA,1148,864,31,4,0,1,1,811,88,0,0,1,0,0,900,310,156,160,94,54,36,30,12,12
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Hotel Brabant Hilvarenbeek,0798::SB2,5081 AG,1063,518,14,5,0,0,0,500,37,0,0,0,0,0,537,170,77,117,62,35,29,14,9,5
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum De Clossenborch,0798::SB3,5081 JV,1198,599,20,2,0,1,0,563,59,0,0,1,0,0,622,185,155,100,60,46,25,8,10,10
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Cafe-Zaal Schuttershof Esbeek,0798::SB4,5085 EG,997,488,18,4,0,0,0,459,51,0,0,0,0,0,510,130,155,75,37,25,42,14,4,6
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Coöperatie Biest-Houtakker u.a.,0798::SB5,5084 HG,853,462,17,0,0,0,0,429,50,0,0,0,0,0,479,104,183,62,39,21,34,11,4,4
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Starrebos,0798::SB6,5081 VH,1861,1056,26,9,0,0,0,1006,85,0,0,0,0,0,1091,385,194,160,137,78,52,19,15,16
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Doelakkers,0798::SB7,5081 XM,1604,826,32,1,0,1,0,782,78,0,0,1,0,0,860,338,107,137,107,60,33,26,5,13
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Restaria De Zwaan Diessen,0798::SB8,5087 BA,1429,726,11,1,0,0,0,654,84,0,0,0,0,0,738,211,217,133,51,38,41,14,8,13
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Ontmoetingscentrum Den Deel,0798::SB9,5089 NK,720,392,9,2,0,0,0,380,23,0,0,0,0,0,403,112,147,54,19,23,21,8,0,8
De Dommel,Hilvarenbeek,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Partycentrum  Hercules Diessen,0798::SB10,5087 BJ,1581,866,30,2,0,0,0,821,77,0,0,0,0,0,898,260,270,125,57,65,31,25,14,19
