contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Omringlocatie Nicolaas,0532::SB1,1614 SN,1979,940,26,5,0,0,0,889,82,0,0,0,0,0,971,152,139,67,263,66,75,60,103,15
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Stek,0532::SB2,1613 LA,2163,1108,17,7,0,0,1,1129,2,0,0,0,0,0,1132,287,175,98,171,94,61,62,143,17
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis,0532::SB3,1611 KW,1589,1051,23,3,0,0,2,997,78,0,0,0,0,0,1077,273,89,106,147,153,34,102,108,39
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool Willibrordus,0532::SB4,1611 JH,1915,1051,23,4,0,0,0,985,93,0,0,0,0,0,1078,263,162,99,160,103,34,101,97,32
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Vereenigingsgebouw de Tuf,0532::SB5,1611 AM,1868,915,21,2,0,2,0,859,81,0,0,2,0,0,940,228,138,97,163,84,36,66,87,16
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau 't Vierspan locatie Wendel,0532::SB6,1611 XE,1613,652,15,2,0,0,0,610,60,1,0,1,0,0,670,174,50,67,69,69,34,86,79,24
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Peuterschool Nijntje Pluis,0532::SB7,1611 ZB,1253,721,13,0,0,0,0,670,64,0,0,0,0,0,734,234,64,66,76,89,26,73,69,24
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau SBO Palet Bovenkarspel,0532::SB8,1611 WS,1819,756,14,2,0,0,0,716,56,0,0,0,0,0,772,198,61,78,64,113,29,87,96,30
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau RK Jenaplanschool De Hussel,0532::SB9,1613 AL,1629,790,9,4,0,0,0,752,51,0,0,0,0,0,803,203,67,90,62,102,28,98,113,27
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau 't Vierspan locatie Woud,0532::SB10,1613 EV,1497,667,7,6,0,3,0,632,51,0,0,3,0,0,683,180,66,85,56,71,23,65,96,25
Hollands Noorderkwartier,Stede Broec,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Mobiel stembureau,0532::SB11,1611 BJ,0,38,5,0,0,0,0,41,2,0,0,0,0,0,43,6,5,2,13,3,2,4,3,0
