contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wapen van Medemblik,0420::SB1,1671 AA,1768,851,15,5,0,0,0,796,75,0,0,0,0,0,871,195,162,73,106,146,44,59,49,17
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcomplex Valbrug,0420::SB2,1671 CT,1542,775,16,4,0,1,0,721,75,0,0,1,0,0,796,182,92,86,108,119,27,86,54,21
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Sporthal De Muiter,0420::SB4,1671 JA,1762,868,12,4,0,1,1,796,88,0,0,1,0,0,885,196,118,93,94,115,51,102,61,38
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS de Meridiaan,0420::SB5,1671 JZ,1741,629,10,8,0,1,0,586,62,0,0,1,0,0,648,170,45,63,48,116,20,95,44,28
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcentrum Koggenlandhuis,0420::SB6,1679 VH,1882,933,15,6,0,2,0,886,70,0,0,2,0,0,956,219,153,103,69,116,73,89,72,39
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijksteunpunt Woudrust,0420::SB7,1678 GA,722,397,12,0,0,0,0,389,20,0,0,0,0,0,409,106,58,60,16,45,37,32,35,8
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis  De Werf,0420::SB8,1691 EC,627,338,3,2,0,0,1,323,19,0,0,0,0,0,343,78,49,36,36,41,38,26,26,8
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Vang,0420::SB9,1654 KB,1351,685,7,2,0,0,0,632,62,0,0,0,0,0,694,121,156,62,61,99,90,39,46,11
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Nieuwe Haven,0420::SB10,1657 AH,1854,1037,12,6,0,0,0,949,106,0,0,0,0,0,1055,228,122,276,81,84,67,75,86,18
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis Twisk,0420::SB11,1676 GG,866,521,4,1,0,0,1,478,47,0,0,0,0,0,526,190,74,54,32,53,26,38,30,24
Hollands Noorderkwartier,Medemblik,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Torenschouw,0420::SB12,1674 NE,1537,847,13,3,0,0,0,764,101,0,0,2,0,2,865,191,89,56,154,85,33,37,27,175
