contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Het Raadhuis,0824::SB1,5061 HX,1316,832,27,6,0,0,0,795,70,0,0,0,0,0,865,319,90,198,71,63,28,44,8,11
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Zorgcentrum De Vloet,0824::SB2,5061 GA,1344,790,17,1,0,0,0,734,74,0,0,0,0,0,808,348,113,158,54,47,17,30,9,14
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Atelier De Krekul,0824::SB3,5061 VT,1588,640,22,2,0,0,1,609,54,0,0,0,0,0,664,272,64,80,82,68,21,30,9,14
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Basisschool De Tovervogel,0824::SB4,5061 LA,1727,979,29,3,0,0,0,906,106,0,0,1,0,0,1012,352,122,305,88,49,10,26,9,18
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Kerkhovense Molen,0824::SB5,5061 DR,1069,660,14,6,0,0,0,627,53,0,0,0,0,0,680,297,80,76,65,52,21,47,7,15
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Brede school De Bunders,0824::SB6,5062 LK,1381,944,15,4,0,0,0,868,95,0,0,0,0,0,963,329,130,313,65,38,21,27,8,13
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Ontmoetingscentrum De Coppele,0824::SB7,5061 AS,2223,1001,35,5,0,0,0,951,90,0,0,0,0,0,1041,430,106,105,130,103,31,44,16,36
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau 2College Durendael,0824::SB8,5061 EE,1880,761,24,3,0,0,2,703,83,0,0,0,0,0,788,320,89,183,56,34,21,30,8,20
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Basisschool De Molenhoek,0824::SB9,5063 EA,1663,594,8,1,0,0,0,547,56,0,0,0,0,0,603,214,75,146,47,42,24,24,9,13
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Wijkcentrum Pannenschuur,0824::SB10,5061 WB,1892,916,35,2,0,0,0,877,76,0,0,0,0,0,953,368,97,132,115,109,36,36,5,18
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Cul. centr. Den Boogaard (1),0824::SB11,5066 AR,1611,857,30,5,0,2,0,777,117,0,0,2,0,0,894,244,268,151,77,49,28,17,11,12
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Cult. centr. Den Boogaard (2),0824::SB12,5066 AR,1777,942,43,3,0,0,0,874,116,0,0,2,0,0,990,274,252,175,81,62,43,27,8,20
De Dommel,Oisterwijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Stembureau Park Stanislaus,0824::SB13,5066 AA,1669,770,15,3,0,0,0,702,86,0,0,0,0,0,788,222,171,182,50,75,26,18,16,10
