contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Raadhuis Krimpen aan den IJssel,0542::SB1,2922 AD,1540,1048,20,4,0,0,2,926,144,0,0,0,0,0,1072,116,181,97,96,319,79,43,117
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Het Kompas,0542::SB2,2921 XH,1463,768,4,1,0,0,1,661,111,0,0,0,0,0,773,91,136,60,31,282,44,24,100
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Pannenkoe Krimpen aan den IJssel,0542::SB3,2923 AT,1242,383,10,4,0,0,0,348,47,0,2,0,2,0,395,73,41,31,19,145,27,11,36
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Dorpsplein Het Facet,0542::SB4,2922 GN,1122,714,6,5,0,0,0,645,80,0,0,0,0,0,725,86,101,61,61,251,61,26,67
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Immanuelkerk,0542::SB5,2924 VB,1164,404,4,1,0,0,0,363,46,0,0,0,0,0,409,66,66,30,29,102,31,20,60
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sociëteit Gouden Regen,0542::SB6,2923 EK,1270,641,5,0,0,0,0,577,69,0,0,0,0,0,646,94,129,67,42,189,43,24,53
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wijkcentrum De Sperwer,0542::SB7,2926 TA,1405,1380,16,6,0,0,1,1254,147,0,0,0,0,0,1402,323,241,114,123,271,99,63,146
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Het Mozaïek,0542::SB8,2925 BX,1103,874,9,1,0,2,0,787,99,0,0,2,0,0,886,114,175,85,62,264,84,30,60
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau BS De Groeiplaneet/loc. Wielerbaan,0542::SB9,2924 XP,1385,634,7,3,0,0,0,578,66,0,0,0,0,0,644,128,140,84,43,114,54,22,49
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Zorgcentrum Crimpenersteyn,0542::SB10,2924 BC,1260,815,4,1,0,0,2,736,82,0,0,0,0,0,820,121,156,98,65,138,111,36,90
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Arriva Stormpolder,0542::SB11,2921 LB,1249,113,2,0,0,0,0,99,16,0,0,0,0,0,115,11,17,7,3,36,16,5,18
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sportzaal De Populier,0542::SB12,2925 CP,1518,1263,20,2,0,5,0,1186,104,0,0,5,0,0,1290,263,265,137,115,191,106,71,115
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Comenius College,0542::SB13,2922 BA,1344,752,5,3,0,0,1,637,122,0,0,0,0,0,760,71,66,58,45,375,32,33,72
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool De Wegwijzer,0542::SB14,2925 EZ,1384,809,13,4,0,0,0,753,73,0,0,0,0,0,826,131,167,101,68,132,90,21,99
Schieland en de Krimpenerwaard,Krimpen aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gezondheidscentrum Krimpen,0542::SB15,2922 CJ,1300,1282,26,3,0,0,0,1162,150,1,0,1,0,0,1312,184,186,126,105,429,106,46,100
