contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,"Stembureau Ver.gebouw ""de Wingerd""",0716::SB1,4691BP,1432,801,8,2,0,0,0,729,82,0,0,0,0,0,811,79,158,16,132,94,78,49,86,53,56
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dalemhof,0716::SB2,4691ZC,1295,898,9,3,0,0,1,790,119,0,0,0,0,0,910,109,227,16,157,85,56,26,83,84,55
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gemeenschapscentrum Meulvliet,0716::SB3,4691HT,1473,946,10,2,0,1,0,828,129,0,1,0,0,0,957,111,264,13,153,81,66,41,113,67,37
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zalencentrum Ger. Gemeente,0716::SB4,4691DS,2059,1076,11,0,0,0,0,936,151,0,0,0,0,0,1087,117,337,10,162,124,61,47,117,59,42
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis 't'Ouwe Raed'uus',0716::SB5,4693BV,1275,734,8,1,0,2,0,642,103,0,0,2,0,0,745,127,163,11,178,46,46,35,43,38,47
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Sassegrave,0716::SB6,4694BP,1403,868,2,7,0,0,0,735,142,0,0,0,0,0,877,73,477,4,137,38,41,18,24,25,31
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gemeenschapscentrum Haestinge,0716::SB7,4695BA,1530,832,6,9,0,0,0,732,115,0,0,0,0,0,847,67,137,14,290,74,93,33,27,45,52
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum Maartenshof,0716::SB8,4695HV,1192,663,5,1,0,0,0,577,92,0,0,0,0,0,669,38,92,12,286,28,55,14,32,64,42
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis 'de stove',0716::SB9,4696BK,1277,833,4,1,0,2,0,683,157,0,0,2,0,0,840,53,433,7,197,33,30,10,31,30,9
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum 'de schutse',0716::SB10,4697GM,1414,838,0,6,0,4,0,719,129,0,0,4,0,0,848,117,213,7,197,73,58,22,70,46,35
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gemeenschapscentrum Wellevaete,0716::SB11,4697BJ,1517,946,6,5,0,0,0,812,147,2,0,2,0,0,959,165,257,15,219,49,53,32,73,42,41
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis de Vossenkuil,0716::SB12,4698AM,2090,1122,14,9,0,0,0,983,162,0,0,0,0,0,1145,201,163,15,197,145,101,55,68,95,82
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis 'de wimpel',0716::SB13,4675CS,1724,1016,7,5,0,0,0,865,163,0,0,0,0,0,1028,93,392,14,195,71,36,34,72,61,48
Scheldestromen,Tholen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis 'Ons Dorpshuis',0716::SB14,4675RJ,354,217,3,1,0,0,0,204,17,0,0,0,0,0,221,64,28,10,37,13,15,12,10,17,11
