contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeentehuis,1891::SB1,9104 BR,1235,1002,17,1,0,0,2,917,101,0,0,0,0,0,1020,270,112,114,49,126,83,191,34,23
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gebouw Irene,1891::SB2,9104 GK,1715,778,2,2,0,0,0,701,81,0,0,0,0,0,782,226,63,73,41,112,45,176,30,12
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Nije Warf,1891::SB3,9113 PA,1471,899,16,2,0,2,0,811,108,0,0,2,0,0,919,258,56,95,31,111,68,239,22,19
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Nij Tjaerda,1891::SB4,9104 KA,1494,825,9,1,0,1,2,733,101,0,0,1,0,0,836,148,72,125,71,148,38,167,26,30
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFC  De Beijer,1891::SB5,9105 KG,916,508,8,0,0,0,0,484,32,0,0,0,0,0,516,172,74,73,24,47,40,49,20,9
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Herberge De Trochreed,1891::SB6,9067 DM,150,128,0,0,0,0,0,112,16,0,0,0,0,0,128,44,16,14,6,16,14,1,9,8
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis  De Pipegael,1891::SB7,9108 NE,1117,657,5,2,0,0,0,611,53,0,0,0,0,0,664,192,56,49,23,89,80,132,15,21
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Kerkelijk Centrum De Mienskip,1891::SB8,9269 SW,1556,805,13,1,0,0,1,761,57,0,0,0,0,0,819,118,133,129,96,138,42,70,38,41
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Talma Hoeve,1891::SB9,9269 VS,1368,879,6,2,0,0,2,811,74,0,0,0,0,0,887,180,159,107,81,126,79,71,54,22
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Brugchelencamp,1891::SB10,9271 EP,1351,638,7,4,0,0,0,580,69,0,0,0,0,0,649,76,56,109,92,123,15,113,35,19
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Lokaal Chr.Geref. kerk,1891::SB11,9271 CH,1569,692,6,4,0,0,0,623,79,0,0,0,0,0,702,76,85,130,81,149,27,88,31,25
Fryslân,Dantumadiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Lokaal De Ferbiningstsjerke,1891::SB12,9271 BP,1140,609,4,0,0,0,0,535,78,0,0,0,0,0,613,114,66,90,47,111,28,102,21,30
