contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Stadhuis,0361::SB1,1811 JD,1395,1383,35,6,0,0,1,1309,115,1,0,1,0,0,1425,425,191,172,107,218,39,80,115,36
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Doopsgezinde Gemeente,0361::SB2,1811 LM,1474,533,6,1,0,0,0,502,37,0,1,0,1,0,539,154,87,57,30,84,27,29,46,19
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau De Sociëteit,0361::SB3,1811 MZ,1640,893,23,1,0,5,0,859,63,0,0,5,0,0,922,246,111,150,49,168,17,41,90,21
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkcentrum Thuis in Overdie,0361::SB4,1813 BH,1705,903,35,11,0,1,0,890,60,0,0,1,0,0,950,255,89,81,72,208,13,89,64,32
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkcentrum Overdie Ontmoet,0361::SB5,1813 KN,1768,522,35,6,0,1,0,480,84,0,0,1,0,0,564,125,31,42,37,178,14,67,12,16
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Buurthuis Oud Overdie,0361::SB6,1813 VZ,1550,656,13,1,0,0,0,618,52,0,0,0,0,0,670,166,57,65,37,122,16,123,50,20
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Zorgspectrum Westerhout,0361::SB7,1814 DE,1582,994,3,3,0,6,0,911,83,0,6,0,0,0,994,253,174,124,98,175,18,69,68,15
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkboerderij Alkmaar,0361::SB8,1813 AA,1727,548,15,1,0,0,0,515,49,0,0,0,0,0,564,161,93,67,38,73,11,45,43,17
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Portakabin hoek Fr. Hendriklaan - J.W. Frisostraat,0361::SB9,1814JM,1701,542,11,5,0,2,0,508,52,0,0,2,0,0,560,168,70,58,68,79,14,44,31,10
Hollands Noorderkwartier,Alkmaar,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Appartementcomplex Druckerstraat 1,0361::SB10,1814 RG,1409,580,16,6,0,0,0,562,41,0,0,1,0,0,603,173,45,76,34,128,15,60,29,20
