contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verpleeghuis Willibrord,0687::SB1,4331 AC ,1641,916,18,6,0,1,0,884,57,0,0,1,0,0,941,79,23,14,92,101,186,218,58,56,89
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Acaciahof,0687::SB2,4331 RW,1744,923,22,1,0,1,1,814,132,0,0,1,0,0,947,79,21,20,93,130,181,250,58,51,40
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Ver.gebouw Gasthuiskerk,0687::SB3,4331 HZ,1727,790,15,5,0,0,0,739,71,0,0,0,0,0,810,89,34,7,83,107,132,169,58,50,61
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Wijkcentrum Van Cittershoff,0687::SB4,4333 KZ,880,610,10,2,0,0,0,568,54,0,0,0,0,0,622,114,123,2,56,49,58,86,56,27,39
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Zorgcentrum Eben-Haëzer,0687::SB5,4334 GP,1162,741,7,5,0,0,0,685,68,0,0,0,0,0,753,107,128,4,67,106,84,94,83,40,28
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau 't Gasthuis,0687::SB6,4331 RN,1720,1071,20,3,0,0,2,1008,84,0,0,0,0,0,1094,150,96,24,116,93,179,204,76,60,73
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Hof van Buren,0687::SB7,4332 VA,1625,1095,13,5,1,0,1,1002,109,0,1,0,0,0,1112,147,73,15,133,137,157,174,97,86,76
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Praktijkschool Het Bolwerk,0687::SB9,4336 LM,1216,761,18,5,0,0,0,730,54,0,0,0,0,0,784,94,59,5,101,85,112,108,73,61,63
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Durps'uus op d'n oek,0687::SB10,4339 AK,1082,644,5,3,0,0,0,601,51,0,0,0,0,0,652,95,82,13,115,38,63,84,56,58,40
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Kindcentrum De Aventurijn,0687::SB12,4334 BA,1387,851,13,6,0,0,0,780,90,0,0,0,0,0,870,98,83,9,118,65,150,148,65,56,59
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Hof Mondriaan,0687::SB14,4337 EE,2069,767,9,3,0,1,0,719,61,0,0,1,0,0,780,79,27,11,136,50,148,93,67,108,48
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Ter Hoogekerk,0687::SB16,4335 EH,2224,890,13,5,0,0,1,816,90,0,1,0,1,0,907,94,223,17,85,66,127,93,77,55,53
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau De Ontmoetingskerk,0687::SB17,4335 PA,1771,790,19,6,0,0,0,747,66,0,2,0,2,0,813,84,71,11,100,72,127,102,89,78,56
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Het Getij,0687::SB19,4335 PH ,1687,949,18,12,0,0,0,958,19,0,2,0,2,0,977,117,55,14,139,59,180,133,68,96,88
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Wijkcentrum Palet,0687::SB20,4336 XA,2224,1020,8,8,0,0,0,947,89,0,0,0,0,0,1036,129,58,20,137,55,175,153,66,123,104
Scheldestromen,Middelburg,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Scalda Ravensteijnweg,0687::SB21,4337 PG,1605,792,19,7,0,0,0,704,114,0,0,0,0,0,818,99,69,9,118,128,108,76,62,57,66
