contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Verpleeghuis Cornelia,1676::SB1,4301 NW,1109,691,3,0,0,2,0,610,82,0,2,0,0,0,692,120,57,9,189,110,41,49,45,41,30
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau het Tonnenmagazijn,1676::SB2,4318 AC,1079,626,6,2,0,1,0,574,59,0,1,0,0,0,633,48,33,9,173,77,93,67,48,41,37
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Dreischor,1676::SB3,4315 AA,769,480,4,3,0,1,0,443,42,0,2,0,1,0,485,25,32,5,125,58,54,77,21,43,40
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Noordgouwe,1676::SB4,4317 BA,656,448,0,3,0,0,0,392,59,0,0,0,0,0,451,71,30,4,103,77,50,45,10,26,32
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Zonnemaire,1676::SB5,4316 AB,628,406,5,2,0,0,0,368,45,0,0,0,0,0,413,51,22,11,124,42,38,46,13,36,23
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau 't Durps'uus Bruinisse,1676::SB6,4311 ED,1450,941,7,4,0,0,0,837,115,0,0,0,0,0,952,110,205,5,264,130,55,26,40,57,49
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Hervormde Kerk,1676::SB7,4311 AS,1473,921,8,2,0,2,0,799,130,0,2,0,0,0,929,79,235,4,296,91,39,23,65,71,18
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Verenigingsgebouw Ons Dorpshuis,1676::SB8,4306 CA,954,683,4,2,0,0,0,610,79,0,0,0,0,0,689,61,309,2,129,42,22,29,31,30,28
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Woonservicecentrum Steenzwaenshof,1676::SB9,4306 CW,1048,692,3,5,0,0,0,627,73,0,0,0,0,0,700,87,173,3,172,52,24,40,43,60,38
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Oosterland,1676::SB10,4307 AR,820,582,0,0,0,0,0,510,72,0,0,0,0,0,582,29,286,3,121,40,13,16,37,14,23
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Saele,1676::SB11,4307 LL,906,552,11,1,0,0,0,495,69,0,0,0,0,0,564,44,266,4,90,39,25,7,33,37,7
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Ouwerkerk,1676::SB12,4305 AH,495,348,4,2,0,0,0,332,21,0,1,0,1,0,353,25,11,2,136,33,40,28,20,34,19
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Verenigingsgebouw Sirjansland,1676::SB13,4308 AE,284,223,7,1,0,0,0,205,26,0,0,0,0,0,231,20,55,4,47,31,11,21,8,19,7
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis de Putmeet,1676::SB14,4322 BS,1049,607,8,4,0,0,0,558,61,0,0,0,0,0,619,83,30,6,191,56,46,38,39,65,53
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpsuus Ellemeet,1676::SB15,4323 LE,290,158,0,0,0,0,0,140,18,0,0,0,0,0,158,20,5,2,50,26,16,12,7,13,7
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis 't Zuudende,1676::SB16,4321 AP,767,488,2,3,0,0,0,449,43,0,1,0,1,0,492,56,96,6,129,53,19,35,42,24,28
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gereformeerde Kerk Haamstede,1676::SB18,4328 EA,1749,947,10,3,0,10,0,865,85,0,10,0,0,0,950,149,49,11,215,165,58,91,42,79,88
