contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Van Gogh Kerk,0777::SB1,,1949,866,11,2,5,0,0,791,83,0,5,0,0,0,874,138,122,121,137,62,81,95,28,15,67
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Nieuwe Nobelaer,0777::SB2,,1973,1014,22,2,0,0,0,938,100,0,0,0,0,0,1038,159,120,159,189,83,108,79,23,9,85
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,"Stembureau Anbarg, Avoord",0777::SB3,,2063,833,25,1,0,2,0,793,64,0,2,0,0,0,857,127,115,134,155,73,65,85,27,14,38
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Smeltkroes de Keen,0777::SB4,,2178,903,14,5,0,0,0,815,107,0,0,0,0,0,922,215,113,147,146,76,67,51,31,8,49
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Handboogver. Nimrod,0777::SB5,,1840,1076,20,12,0,0,0,1021,87,0,0,0,0,0,1108,164,137,189,204,73,92,94,31,7,85
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Wijkgebouw Ut Praotuis,0777::SB6,,1792,814,15,1,0,0,1,747,82,0,0,0,0,0,830,133,123,117,158,54,70,62,18,5,74
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Scholengemeenschap KSE,0777::SB7,,1774,1006,19,5,0,0,0,922,108,0,0,0,0,0,1030,177,143,119,231,78,97,64,21,9,67
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,"Stembureau Kloostergaard, Avoord",0777::SB8,,1809,809,12,6,1,0,0,735,93,0,0,1,0,0,828,123,133,98,201,56,55,52,19,6,66
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stationsplein,0777::SB9,,1719,447,7,0,0,0,0,397,57,0,0,0,0,0,454,61,82,83,71,29,30,35,11,10,35
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Tafeltennishal Tanaka,0777::SB10,,1940,901,21,2,0,0,0,833,91,0,0,0,0,0,924,118,97,130,160,64,113,94,27,14,84
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Kantine gemeentewerf,0777::SB11,,1536,656,6,12,0,0,0,616,58,0,0,0,0,0,674,89,115,73,130,77,57,33,15,8,59
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Wijkgebouw de Gong,0777::SB12,,2249,1247,31,1,0,0,0,1139,140,0,0,0,0,0,1279,173,128,212,199,110,137,98,54,28,108
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Brede school de Vleer,0777::SB13,,1967,1069,17,7,0,0,0,972,121,0,0,0,0,0,1093,146,109,196,177,102,94,87,38,26,94
Brabantse Delta,Etten-Leur,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Trouwkerkje,0777::SB14,,1884,1257,2,7,0,0,0,1133,133,0,0,0,0,0,1266,195,170,183,201,117,105,89,31,24,142
