contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeentehuis,0074::SB1,8441 ES,1119,931,15,4,0,1,1,881,69,0,0,1,0,0,951,103,165,130,175,81,103,54,85,35
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Mariënbosch,0074::SB2,8441 BN,1382,655,7,2,0,0,0,623,41,0,0,0,0,0,664,115,95,88,133,45,69,35,43,32
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Obs van Maasdijkschool,0074::SB3,8441 CP,1324,762,8,2,0,0,0,716,56,0,0,0,0,0,772,81,114,101,152,76,92,40,63,43
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gymnastieklokaal OBS De Optimist,0074::SB4,8447 BS,1285,673,5,7,1,0,1,636,47,0,1,0,0,0,684,90,115,97,119,48,71,51,46,36
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gymnastieklokaal OBS De Optimist,0074::SB5,8447 BS,1323,699,13,0,0,0,0,665,47,0,0,0,0,0,712,89,130,82,132,50,71,61,54,30
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkcentrum de As,0074::SB6,8446 SC,1003,580,12,0,0,0,0,557,35,0,0,0,0,0,592,71,95,56,128,63,48,34,57,28
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkcentrum de As,0074::SB7,8446 SC,1294,559,10,3,0,0,0,535,37,0,0,0,0,0,572,52,87,72,113,71,38,45,51,30
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Rinkelbom,0074::SB8,8446 KS,1109,483,6,0,0,0,0,455,34,0,0,0,0,0,489,70,79,56,110,37,23,48,36,24
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Rinkelbom,0074::SB9,8446 KS,1033,502,9,4,0,0,0,483,33,0,0,1,0,0,516,69,83,62,85,50,38,46,48,21
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Coornhertstate,0074::SB10,8446 KE,1215,759,2,4,1,0,0,709,57,0,0,1,0,0,766,88,119,78,181,76,55,54,67,41
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Kantine HHC Quick Stick,0074::SB11,8445 PZ,1354,957,7,1,2,0,1,873,93,0,0,2,0,0,967,139,199,67,130,37,259,56,42,28
