contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Het Stadhuis,0150::SB1,7411 NW,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Groote-en Voorster Gasthuis,0150::SB2,7411 RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Biljartcentrum De Dam,0150::SB3,7411 GL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Buurthuis 't Hovenhuus,0150::SB4,7419 CT,1796,1054,25,1,0,0,0,1024,56,0,0,0,0,0,1080,132,88,14,365,176,9,98,89,74,9
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Basisschool Adwaita,0150::SB5,7412 EV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Speeltuinvereniging De IJssel,0150::SB6,7412 BV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Partycentrum De Horst,0150::SB7,7412 XM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Cees Wilkeshuisschool,0150::SB8,7412 SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB9,7412 PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Het Enkhuis,0150::SB11,7413 TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau De Kleine Planeet,0150::SB13,7413 BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Deventer,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Speeltuin De Driehoek,0150::SB14,7416 ZJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
