contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,50PLUS,Ouderen Appèl - Hart voor Water
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Gemeentehuis Uden,0856::SB1,5401 EJ,1733,1084,2,19,0,1,1,1007,99,1,0,2,0,0,1107,139,508,159,79,74,94,31
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Wijkcentrum Balans,0856::SB2,5401 CT,1596,734,21,3,0,0,0,689,70,1,0,1,0,0,759,90,356,94,75,40,51,28
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau OBS De Brinck,0856::SB3,5404 MA,1669,842,16,7,0,0,0,776,89,0,0,0,0,0,865,98,402,139,92,33,55,23
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau IKC Raam,0856::SB4,5403 AG,1133,715,11,6,0,0,0,675,57,0,0,0,0,0,732,88,335,105,65,53,51,18
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau OBS Camelot,0856::SB5,5403 XD,1493,757,19,0,0,0,0,703,74,1,0,1,0,0,777,98,349,95,64,49,59,43
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Tennis- en Squashvereniging Park Hoeven,0856::SB6,5403 NA,1911,915,17,4,0,0,0,828,108,0,0,0,0,0,936,101,480,141,66,46,42,39
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Udens College,0856::SB7,5403 GA,1501,634,18,5,0,0,0,602,53,0,2,0,2,0,655,65,315,73,59,52,48,22
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau OBS De Klimboom,0856::SB8,5402 XD,2202,875,14,9,0,1,0,804,95,0,0,1,0,0,899,92,473,95,60,54,74,27
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Zorgcentrum Sint Jan,0856::SB9,5401 BE,1732,817,9,20,0,0,0,784,62,0,0,0,0,0,846,154,367,107,66,33,69,21
Aa en Maas,Uden,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Stichting Eigen Herd,0856::SB12,5401 AT,2191,1067,31,5,0,0,0,1002,101,0,0,0,0,0,1103,135,654,112,57,41,49,19
