contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Borgh,1706::SB1,6021 CK,1808,810,32,10,0,0,0,761,91,0,0,0,0,0,852,111,181,116,42,67,43,234,2,14
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Triolier,1706::SB3,6021 KD,1758,767,27,3,0,0,0,704,93,0,0,0,0,0,797,129,138,96,55,71,43,210,4,21
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Mariënburght,1706::SB4,6021 XL,1882,1016,26,9,0,2,0,957,96,0,0,2,0,0,1053,129,192,110,70,99,49,333,8,26
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Den Donck,1706::SB5,6027 PL,1456,777,32,4,0,0,0,729,84,0,0,0,0,0,813,116,231,97,43,54,57,151,5,23
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Reinder,1706::SB6,6023 AR,1626,807,25,6,0,3,0,743,98,0,0,3,0,0,841,82,78,70,54,69,32,396,7,19
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Schakel,1706::SB7,6024 AR,1120,491,19,2,0,1,0,458,55,0,0,1,0,0,513,83,44,27,36,59,36,176,14,16
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau De Smeltkroes,1706::SB8,6026 ER,2082,1155,36,2,0,0,2,1054,137,0,0,0,0,0,1193,229,219,231,111,87,73,169,15,21
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Marishof,1706::SB9,6026 BA,2055,1013,52,2,0,0,0,973,94,0,0,0,0,0,1067,206,169,137,108,109,74,172,18,20
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Schaapskooi,1706::SB10,6028 SG,594,301,7,1,0,0,0,271,38,0,0,0,0,0,309,48,65,30,16,23,35,77,2,5
De Dommel,Cranendonck,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis Cranendonck,1706::SB11,6021 CA,1727,818,18,3,0,0,0,750,89,0,0,0,0,0,839,106,164,97,79,71,51,235,6,9
