contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gemeentehuis Opheusden,1740::SB1,4043 KM,1257,953,11,2,0,1,6,767,194,0,0,1,0,0,967,64,37,44,59,41,599,29,50,30
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Snellenburg Opheusden,1740::SB2,4043 NS,1598,956,5,2,0,0,0,793,170,0,0,0,0,0,963,67,42,37,67,27,620,21,35,40
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gebouw Eltheto Opheusden,1740::SB3,4043 KV,1718,1073,6,1,0,0,0,872,208,0,0,0,0,0,1080,72,36,43,70,30,710,23,53,36
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum 't Anker Kesteren,1740::SB4,4041 CA,1684,996,9,3,0,2,0,863,147,0,0,2,0,0,1010,114,25,52,92,77,492,27,73,44
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Ons Dorpshuis Kesteren,1740::SB16,4041 XE,1315,1057,11,2,0,0,0,927,143,0,0,0,0,0,1070,120,29,84,127,82,446,42,72,55
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Basisschool Rehoboth Ochten,1740::SB17,4051 GS,1960,1235,7,7,0,0,2,1070,177,0,0,0,0,0,1249,140,47,99,152,148,395,57,116,81
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum Elim Ochten,1740::SB18,4051 AK,1844,1033,9,3,0,0,0,885,160,0,0,0,0,0,1045,133,48,73,105,76,412,41,105,40
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Ons Tehuis IJzendoorn,1740::SB19,4053 JN,854,525,8,2,0,2,0,471,66,0,0,2,0,0,537,79,25,41,59,45,182,46,16,32
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Hoge Hof Echteld,1740::SB20,4054 MX,834,501,6,2,0,0,0,440,69,0,0,0,0,0,509,109,27,55,46,91,86,38,12,37
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Sporthal De Eng Dodewaard,1740::SB21,6669 CE,1796,861,7,1,0,0,0,749,120,0,0,0,0,0,869,143,38,82,119,70,211,41,86,71
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Steegakker Dodewaard,1740::SB22,6669 CZ,1707,1156,24,7,0,1,0,1042,144,0,1,0,0,0,1186,244,39,124,151,104,214,63,124,93
Rivierenland,Neder-Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Restaurant Castra Kesteren,1740::SB23,4041 AC,1508,674,0,7,0,1,0,561,121,0,0,1,0,0,682,66,27,37,41,67,329,16,59,32
