contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw Het Akkoord,0717::SB1,4351 AS,1353,804,10,2,0,0,2,715,99,0,0,0,0,0,816,111,65,16,90,116,97,153,63,39,54
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Spil,0717::SB2,4352 AH,407,297,2,1,0,0,1,270,29,0,0,0,0,0,300,70,31,4,35,32,33,52,14,16,10
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw Vrouwenpolder,0717::SB3,4354 AD,872,568,8,0,0,0,0,520,56,0,0,0,0,0,576,117,47,0,87,61,48,83,71,29,25
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Zandput,0717::SB4,4353 BA,1448,1002,10,4,0,0,1,920,95,0,0,0,0,0,1016,257,151,11,132,72,77,149,66,42,45
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw Amicitia,0717::SB5,4363 BC,1109,869,3,3,0,0,0,763,112,0,0,0,0,0,875,80,505,9,55,75,18,31,53,23,20
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Dorpshuis Nimmerdor,0717::SB6,4364 BL,1148,738,10,2,0,2,0,696,56,0,0,2,0,0,752,192,84,5,86,105,58,68,64,41,35
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw Ons Huis,0717::SB7,4365 AH,1066,856,2,3,0,1,0,739,124,1,0,2,0,0,863,80,588,5,40,24,17,24,53,16,9
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Sportcentrum De Couburg,0717::SB8,4371 AZ,1377,908,9,3,0,0,0,833,87,0,0,0,0,0,920,120,21,16,129,113,131,154,46,107,71
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau WoZoCo De Brouwerij,0717::SB9,4371 EB,1386,759,18,6,0,0,0,701,78,0,4,0,4,0,779,144,24,14,118,104,108,93,43,63,48
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau MFA Biggekerke,0717::SB10,4373 DA,729,491,2,1,0,0,0,455,39,0,0,0,0,0,494,120,39,4,70,59,51,56,16,44,32
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau MFA De Soute Schakel,0717::SB11,4374 BB,1410,841,17,4,0,1,0,748,115,0,0,1,0,0,863,169,61,9,133,160,71,53,36,94,55
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Gemeentehuis Domburg,0717::SB12,4357 ET,1261,792,9,1,0,0,1,714,87,0,0,0,0,0,802,75,37,2,139,227,143,70,14,51,34
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Protestants Kerkcentrum,0717::SB13,4356 BE,1091,685,2,3,0,0,0,619,71,0,0,0,0,0,690,117,136,4,91,79,84,60,65,28,21
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Sporthal De Halve Maan,0717::SB14,4356 BX,1009,720,3,4,0,0,0,628,99,0,0,0,0,0,727,109,139,22,72,120,81,82,47,22,26
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Sportzaal De Bellink,0717::SB15,4361 CG,1040,651,12,3,0,0,1,612,53,0,0,0,0,0,666,76,82,9,106,58,194,34,20,37,35
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Verenigingsgebouw Westkapelle Herrijst,0717::SB16,4361 AE,1148,724,13,0,0,0,0,646,91,0,0,0,0,0,737,87,105,9,110,99,146,51,27,53,37
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Mobiel Stembureau 1,0717::SB17,4357 ET,0,112,1,1,0,0,0,112,2,0,0,0,0,0,114,46,3,0,7,10,21,5,5,10,5
Scheldestromen,Veere,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stembureau Mobiel Stembureau 2,0717::SB18,4357 ET,0,45,5,1,0,0,0,51,0,0,0,0,0,0,51,18,4,1,3,4,2,5,8,0,0
