contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stadhuis,0867::SB1,,1566,626,18,10,0,0,1,599,54,0,0,0,0,0,654,138,80,82,41,61,47,64,23,33,57
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau School Besoyen,0867::SB3,,2401,983,37,5,0,0,0,937,88,0,0,0,0,0,1025,174,118,127,99,110,73,77,30,63,112
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Balade,0867::SB8,,1863,837,30,9,0,1,0,805,72,0,0,1,0,0,877,93,88,136,57,94,81,114,29,53,92
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurthuis Zanddonk,0867::SB11,,2466,1065,24,2,0,1,0,977,115,0,0,1,0,0,1092,176,108,149,95,129,94,149,42,40,83
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Bourgondisch Hof,0867::SB12,,1898,597,20,3,0,2,1,572,50,0,0,3,0,1,623,63,67,75,51,77,59,76,37,23,69
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Jul.v.Stolbergschool,0867::SB13,,1133,816,19,2,0,0,0,749,88,0,0,0,0,0,837,223,174,71,61,94,33,51,16,42,51
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurth.Bloemenoord,0867::SB15,,1311,582,29,2,0,0,0,557,56,0,0,0,0,0,613,92,64,79,61,61,47,85,24,21,48
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau de Blijde Incomste,0867::SB16,,1301,664,14,0,0,0,0,612,66,0,0,0,0,0,678,217,106,66,35,82,34,39,18,39,28
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zorgc. Antoniushof,0867::SB17,,2225,807,26,8,0,0,0,782,59,0,0,0,0,0,841,103,97,118,81,82,80,119,18,33,76
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurthuis Vrijhoeve,0867::SB18,,1655,738,15,5,0,0,0,680,78,0,0,0,0,0,758,66,67,79,169,45,35,58,19,151,49
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zorgcentrum Elzenhoven,0867::SB20,,1978,1012,19,11,0,1,0,931,112,0,0,1,0,0,1043,141,130,93,154,73,35,74,8,241,63
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurtcentrum Sprang-Driessen,0867::SB22,,1470,781,19,3,0,0,0,728,75,0,0,0,0,0,803,114,97,63,138,40,26,58,25,170,50
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Basisschool De Bron,0867::SB23,,1262,599,2,7,0,0,0,530,78,0,0,0,0,0,608,81,60,49,158,41,14,26,6,125,39
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurthuis Capelle,0867::SB24,,826,389,7,1,0,0,0,358,39,0,0,0,0,0,397,85,24,32,97,32,18,27,18,37,19
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau SCC Den Bolder,0867::SB25,,1647,830,16,5,0,0,0,783,68,0,0,0,0,0,851,124,87,109,198,69,63,83,10,30,57
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zorgcentrum De Stroming,0867::SB26,,1483,753,15,2,0,2,0,705,63,0,2,0,0,0,768,108,107,81,219,57,52,39,12,23,55
Brabantse Delta,Waalwijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau 't Schooltje,0867::SB27,,1026,509,6,2,0,0,0,463,54,0,0,0,0,0,517,54,65,53,140,44,26,60,7,16,44
