contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Hal Stadhuis (1),0718::SB1,4382 LG,2314,1129,22,17,0,0,0,1049,119,0,0,0,0,0,1168,124,19,20,210,105,207,137,34,157,116
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum Scheldehof,0718::SB2,4381 EN,2031,903,30,0,0,0,0,847,86,0,0,0,0,0,933,80,23,22,165,70,153,142,20,134,94
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal  Ger. Kerk Vrijgemaakt,0718::SB4,4381 VB,1581,538,9,2,0,0,0,510,39,0,0,0,0,0,549,47,16,12,96,40,101,71,26,80,49
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal De Combinatie (1),0718::SB5,4382 KB,1578,664,12,4,0,0,0,614,66,0,0,0,0,0,680,55,7,21,157,24,109,77,25,117,72
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Atrium  Zorgcentrum Ter Reede,0718::SB6,4382 CJ,1956,1065,16,2,0,0,0,1004,83,4,0,4,0,0,1087,145,27,21,187,124,138,120,39,169,95
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Vlissingse Schoolvereniging,0718::SB8,4383 WB,1345,456,2,9,0,0,0,433,34,0,0,0,0,0,467,47,9,10,90,49,50,46,24,99,32
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gymzaal basisschool Louise de Coligny,0718::SB9,4384 EV,1552,893,9,2,0,0,0,820,84,0,0,0,0,0,904,98,25,25,139,91,145,111,39,123,97
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal Apostolisch Genootschap,0718::SB11,4386 GZ,1283,958,19,5,0,0,0,966,16,0,0,0,0,0,982,100,28,14,157,203,93,105,31,138,89
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Stichting ROAT,0718::SB12,4385 AM,1210,560,2,1,0,0,0,533,30,0,0,0,0,0,563,43,25,8,124,26,81,53,28,98,74
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Het Bolwerk,0718::SB13,4386 EA,1171,609,11,3,0,0,0,565,58,0,0,0,0,0,623,55,17,12,130,50,72,53,42,98,80
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Adventkerk,0718::SB14,4386 AL,1220,735,6,2,0,1,0,673,71,0,0,1,0,0,744,70,64,12,122,73,61,106,54,83,90
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal Het Kroonjuweel,0718::SB15,4388 MD,1700,772,9,6,0,0,0,721,66,0,0,0,0,0,787,74,36,13,153,61,94,68,58,90,125
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum De Zoute Viever,0718::SB16,4388 VJ,1680,653,8,2,0,0,0,609,54,0,0,0,0,0,663,76,13,5,157,34,81,71,41,90,85
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Activiteitencentrum De Kwikstaart,0718::SB17,4388 KK,1228,656,5,5,0,0,0,609,57,0,0,0,0,0,666,71,28,15,151,21,89,56,30,98,97
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal school De Tweemaster,0718::SB18,4388 CH,1591,642,6,3,0,0,0,594,57,0,0,0,0,0,651,60,27,9,156,44,76,59,20,90,101
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal wijkgebouw De Zwaan,0718::SB19,4388 HJ,1743,825,9,5,0,0,0,767,72,0,0,0,0,0,839,74,21,9,186,51,86,92,52,101,153
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal Protestantse Kerk,0718::SB20,4389 TN,420,290,2,1,0,0,0,281,14,0,0,2,0,2,295,40,33,3,57,23,17,38,21,27,31
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Bioscoop CineCity,0718::SB21,4381 LZ,1664,977,20,9,0,0,3,911,92,0,0,0,0,0,1006,127,18,12,163,149,127,93,29,169,90
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal basisschool De Omnibus,0718::SB24,4385 HT,1148,408,6,1,0,0,0,378,37,0,0,0,0,0,415,32,12,2,85,23,71,40,30,70,43
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,"Stembureau V.C.B. ""Lammerenburg""/Blauwe Zaal",0718::SB25,4386 ND,1368,540,6,4,0,0,0,489,61,0,0,0,0,0,550,40,19,6,88,78,96,71,22,74,46
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal Wijkcentrum Het Palet,0718::SB26,4382 TD,1579,546,15,2,0,0,1,512,50,0,0,0,0,0,563,48,11,14,133,16,102,62,14,106,40
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Lokaal wijkcentrum De Burgerij,0718::SB27,4384 HA,2362,1298,26,9,0,0,0,1207,126,0,0,0,0,0,1333,158,35,21,228,169,187,143,42,180,135
Scheldestromen,Vlissingen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mobiel Stembureau,0718::SB28,4382 MA,0,122,4,1,0,0,0,121,7,1,0,1,0,0,128,20,2,3,21,7,22,14,6,14,13
