contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau LindeStede, Wolvega",0098::SB1,8471 KZ,1964,701,8,1,0,0,0,652,58,0,0,0,0,0,710,141,85,42,137,103,76,20,48,49
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,1417,746,14,3,0,0,0,704,59,0,0,0,0,0,763,149,100,50,131,66,121,34,34,61
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Lenna, Wolvega",0098::SB3,8471 MT,1678,776,7,5,0,0,0,727,61,0,0,0,0,0,788,120,116,39,159,106,71,28,64,73
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Sickengaoord, Wolvega",0098::SB4,8471 BS,1544,769,9,4,0,0,0,731,51,0,0,0,0,0,782,140,85,48,132,101,85,49,66,63
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Kantine kv SIOS, Wolvega",0098::SB5,8471 HH,1533,739,14,4,0,0,0,710,47,0,0,0,0,0,757,157,114,34,128,95,83,25,51,52
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau OBS ""De Heidepolle"", Wolvega",0098::SB6,8471 VM,1497,687,9,0,0,0,0,648,48,0,0,0,0,0,696,93,111,40,130,70,96,38,48,61
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau 't Polderhuus, Munnekeburen",0098::SB7,8485 JE,1179,672,3,4,0,3,0,582,100,0,0,3,0,0,682,166,115,24,74,61,94,33,83,22
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Dorpshuis, Oldelamer",0098::SB8,8486 GD,303,216,0,0,0,0,0,190,25,0,1,0,1,0,215,84,24,8,16,19,39,12,11,3
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Dorpshuis ""De Bult"", Ter Idzard",0098::SB9,8476 EN,538,331,4,0,0,0,0,300,35,0,0,0,0,0,335,86,53,16,28,14,87,16,19,12
Fryslân,Weststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau OBS ""De Striepe"", Oldeholtpade",0098::SB10,8474 CE,882,523,7,1,0,0,0,486,45,0,0,0,0,0,531,117,85,32,77,48,75,20,40,29
