contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gemeentehuis Kerkdriel,0263::SB1,5331 CB,2551,1305,16,10,0,0,0,1115,218,2,0,2,0,0,1333,365,294,144,90,190,13,91,21,97
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Leijenstein,0263::SB3,5331 TA,790,684,8,4,0,0,0,602,94,0,0,0,0,0,696,216,141,92,44,63,7,45,3,73
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau MFC De Kreek,0263::SB4,5331 KC,2776,906,14,4,0,0,0,771,153,0,0,0,0,0,924,227,191,97,53,151,3,88,20,76
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Gelre's End,0263::SB7,5321 GG,1914,998,8,5,0,0,0,891,122,2,0,2,0,0,1013,490,39,141,43,84,63,41,15,82
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Rehoboth,0263::SB8,5321 TM,1970,1174,14,8,0,0,0,1055,141,0,0,0,0,0,1196,563,49,171,62,101,79,57,29,63
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Lindeboom,0263::SB10,5324 EP,712,489,9,0,0,0,0,454,45,1,0,1,0,0,499,193,49,55,31,58,5,33,3,62
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Weesboom,0263::SB12,5324 AT,2237,993,16,2,0,2,0,879,134,0,0,2,0,0,1013,476,120,76,43,124,11,50,12,81
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Ons Huis,0263::SB13,5325 XE,818,508,5,3,0,0,0,464,52,0,0,0,0,0,516,160,94,42,23,82,41,16,19,31
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Steen,0263::SB14,6624 AN,1070,527,3,1,0,0,0,489,42,0,0,0,0,0,531,91,57,113,59,73,11,52,10,61
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Vaste Burcht,0263::SB16,5328 ES,2108,1141,17,6,0,3,0,1038,129,0,0,3,0,0,1167,306,79,249,94,218,17,89,21,68
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Kil,0263::SB17,5327 AR,654,468,7,1,0,0,0,414,62,0,0,0,0,0,476,122,36,108,33,76,5,43,11,34
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Drie Linden,0263::SB18,5335 LK,541,357,1,2,0,0,0,324,36,0,0,0,0,0,360,180,51,36,18,26,1,24,1,20
Rivierenland,Maasdriel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Deken Wehmeijer School,0263::SB20,5334 JW,1646,778,2,2,0,0,0,654,128,0,0,0,0,0,782,296,143,77,28,140,12,41,7,34
