contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0289::SB1,6701 CZ,2017,1406,44,12,0,0,0,1358,104,0,0,0,0,0,1462,121,92,96,475,232,15,84,256,34,1
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verzorgingshuis 'De Nudehof',0289::SB2,6702 BR,1986,784,18,5,0,1,0,768,40,0,0,1,0,0,808,81,44,76,193,128,24,86,106,44,2
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verzorgingshuis 'Rumah Kita',0289::SB3,6708 AL,2208,783,19,3,0,0,1,744,61,1,0,1,0,0,806,74,56,63,217,124,18,68,124,36,3
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 't Startpunt,0289::SB4,6707 GX,1965,779,8,4,0,0,0,731,60,0,0,0,0,0,791,39,49,67,190,149,14,98,85,78,10
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gereformeerde Kerk Vrijgemaakt,0289::SB5,6706 BE,1727,1003,28,1,0,0,0,938,94,0,0,0,0,0,1032,81,71,86,321,182,17,84,119,41,1
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Johan Frisoschool Zuid,0289::SB6,6708 BR,1680,823,19,1,0,1,0,779,65,0,0,1,0,0,844,48,47,72,264,162,19,67,106,36,2
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Wijkcentrum 'de Pomhorst',0289::SB7,6708 CV,1729,786,11,4,0,0,0,724,77,0,0,0,0,0,801,73,59,53,185,152,18,77,96,67,6
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau OBS 'de Tarthorst',0289::SB8,6708 JA,1015,712,19,3,0,0,0,690,44,0,0,0,0,0,734,50,61,62,188,134,9,81,90,34,3
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Speeltuinvereniging 'Tuindorp',0289::SB9,6707 HR,1297,562,9,2,0,1,0,523,51,0,0,1,0,0,574,36,29,47,162,112,12,52,44,59,9
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau H.J. Piekschool,0289::SB10,6708 KP,1984,804,15,2,0,0,0,751,70,0,0,0,0,0,821,64,44,51,267,152,8,76,116,23,3
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal de Vlinder,0289::SB12,6706 KN,2871,1460,28,11,0,4,2,1375,118,0,4,0,0,0,1495,151,118,116,401,237,29,123,207,73,5
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Serviceflat Belmonte,0289::SB13,6703 DD,1077,834,14,1,0,1,0,775,73,0,1,0,0,0,848,136,90,46,244,123,11,64,95,23,2
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Bblthk,0289::SB14,6701 AM,2188,1617,52,6,0,0,0,1541,134,0,0,0,0,0,1675,197,112,80,498,281,12,115,264,54,4
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hotel 'Nol in 't Bosch',0289::SB15,6704 PA,1460,704,2,2,0,0,0,631,77,0,0,0,0,0,708,172,69,44,181,62,22,44,89,16,5
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau OBS 'De Nijenoord',0289::SB16,6708 RT,1806,1417,24,5,0,1,4,1292,151,0,0,1,0,0,1447,143,92,72,445,269,16,143,157,76,4
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Voetbalvereniging WAVV,0289::SB17,6708 NZ,1496,610,14,0,0,0,0,563,61,0,0,0,0,0,624,84,44,49,142,115,13,46,84,31,2
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Brandweerkazerne,0289::SB18,6709 PE,2194,1133,38,0,0,10,1,1095,65,0,10,0,0,0,1161,122,91,78,303,147,35,81,247,27,2
Vallei en Veluwe,Wageningen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Campus Forumgebouw,0289::SB19,6708 PB,1983,1886,80,3,0,1,2,1867,99,0,1,0,0,0,1968,136,123,114,619,186,22,102,566,18,0
