contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Kempenhof,0858::SB1,5554 JV,1929,1052,36,1,0,3,0,968,124,0,0,3,0,0,1092,264,151,161,110,65,227,28,15,31
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Buurtgebouw De Horizon,0858::SB2,5554 PA,1432,530,22,4,0,0,0,500,56,0,0,0,0,0,556,105,63,79,52,45,129,15,8,34
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau St. Franciscusconvent,0858::SB3,5554 RD,1636,624,12,1,0,0,0,584,53,0,0,0,0,0,637,132,99,62,46,63,162,19,5,36
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Ontmoetingscentrum De zoete inval,0858::SB4,5552 EM,1368,719,30,9,0,0,0,708,50,0,0,0,0,0,758,203,77,68,89,71,149,20,8,34
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau TafeltennisVereniging Valkenswaard,0858::SB5,5552 KK,1847,641,25,2,0,0,0,608,60,0,0,0,0,0,668,173,65,83,94,61,113,18,11,23
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Carolus gebouw,0858::SB6,5554 AG,2074,972,47,2,0,0,2,926,94,1,0,1,0,0,1022,261,121,103,96,92,190,25,12,72
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Trefcentrum D'n Turfberg,0858::SB7,5553 EL,1610,944,26,5,0,0,0,877,98,0,0,0,0,0,975,245,121,131,92,97,190,23,11,34
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0858::SB8,5554 DA,1949,694,23,2,0,0,1,653,65,0,0,0,0,0,719,181,99,95,80,55,139,12,10,23
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0858::SB9,5554 DA,1902,739,43,1,0,0,0,710,72,0,1,0,1,0,782,167,126,113,83,52,153,13,5,27
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Taxandria,0858::SB10,5555 KL,1672,898,18,3,0,0,0,813,106,0,0,0,0,0,919,178,114,108,105,81,251,15,10,36
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Parochiezaal H. Martinuskerk,0858::SB11,5551 AW,1401,712,28,3,0,0,0,675,68,0,0,0,0,0,743,169,138,106,76,42,110,23,17,31
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dommelsche Bierbrouwerij,0858::SB12,5551 AE,1436,661,27,3,0,0,0,630,61,0,0,0,0,0,691,151,88,74,71,50,180,14,5,28
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sporthal de Belleman,0858::SB13,5551 EV,1550,897,23,4,0,0,0,842,82,0,0,0,0,0,924,252,102,80,104,81,180,23,13,62
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Schepelweijen,0858::SB14,5551 PN,1459,686,22,2,0,0,0,650,60,0,0,0,0,0,710,155,96,58,92,68,147,13,9,48
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Clubgebouw  't Heike V.V. Dommelen,0858::SB15,5551 TE,1627,649,26,3,0,0,0,602,76,0,0,0,0,0,678,171,99,71,75,55,131,9,7,31
De Dommel,Valkenswaard,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Het Dorpshuis,0858::SB16,5556 VL,893,497,5,2,0,0,0,434,70,0,0,0,0,0,504,87,157,83,14,32,82,17,10,15
