contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0274::SB1,6861 GG,1872,1668,40,5,0,0,0,1544,170,1,0,1,0,0,1714,328,162,87,497,229,12,109,163,70,11
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Openbare Basisschool De Marlijn,0274::SB2,6862 XH,1924,1172,22,4,0,2,0,1104,92,0,2,0,0,0,1196,254,113,55,357,140,12,60,117,61,3
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verpleeghuis De Molenberg,0274::SB3,6862 EZ,1834,1181,27,1,0,0,0,1124,85,0,0,0,0,0,1209,220,127,46,344,193,19,84,89,58,1
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verzorgingshuis Overdal,0274::SB4,6861 ZW,1663,922,23,1,0,1,1,871,73,0,1,0,0,0,945,127,112,46,258,172,10,66,67,60,4
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Parkflat De Valkenburcht,0274::SB5,6861 AJ,1744,908,20,3,0,2,0,845,90,1,0,4,0,1,935,251,109,34,191,108,12,67,66,60,10
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ontmoetingskerk,0274::SB6,6865 WC,1549,877,25,3,0,0,0,840,65,0,0,0,0,0,905,137,78,30,198,145,16,78,103,83,9
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis Poort van Doorwerth,0274::SB7,6865 GB,1785,1269,19,5,0,0,0,1203,88,0,2,0,0,0,1291,261,107,62,248,170,16,136,106,153,10
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Doorwerth,0274::SB8,6865 CZ,1476,679,10,2,0,1,0,652,44,0,0,5,0,0,696,164,66,25,151,95,6,74,42,54,2
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Schild,0274::SB9,6874 AD,1524,859,14,4,0,0,0,823,54,0,0,0,0,0,877,161,78,64,204,120,23,61,88,56,4
Vallei en Veluwe,Renkum,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Serviceflat De Koningshof,0274::SB10,6866 CM,1822,1228,16,7,0,0,0,1161,90,0,0,0,0,0,1251,250,179,73,268,134,27,96,97,98,6
