contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Cultureel Centrum Stroud,0273::SB1,3881 BP,1414,1490,21,6,0,1,2,1350,164,0,1,0,0,0,1516,291,193,311,126,68,173,110,137,79,2
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Andreaskerk,0273::SB2,3881 SH,1552,893,11,2,0,0,0,828,78,0,0,0,0,0,906,127,101,207,70,28,126,72,88,67,7
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum Elim,0273::SB3,3882 AL,1518,614,15,2,0,1,0,582,48,0,1,0,0,0,630,66,99,174,35,39,77,42,40,39,3
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Aker,0273::SB4,3881 BZ,1372,852,11,6,0,6,2,800,73,0,0,6,0,0,875,116,112,229,50,24,153,57,55,48,8
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zuiderkerk,0273::SB5,3882 LJ,1543,986,13,0,0,1,1,997,0,0,1,0,0,0,998,142,167,188,51,18,252,55,55,52,6
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verenigingsgebouw Stenenkamer,0273::SB6,3882 RC,1423,907,10,3,0,2,0,793,125,0,2,0,0,0,918,88,243,167,33,6,283,20,43,24,0
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau School Schovenhorst,0273::SB7,3881 NC,733,337,2,0,0,0,0,292,47,0,0,0,0,0,339,64,35,44,31,16,37,35,45,26,4
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau School Klein Schovenhorst, t.o. Aldi",0273::SB8,,1540,1033,11,2,0,0,0,951,95,0,0,0,0,0,1046,113,137,238,90,48,149,89,79,83,7
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verzorgingshuis De Schauw,0273::SB9,3882 AL,1568,1027,14,6,0,1,1,963,84,0,0,1,0,0,1048,97,151,295,43,48,135,95,87,70,6
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau School De Wegwijzer,0273::SB10,3882 XE,1566,782,8,0,0,0,0,714,76,0,0,0,0,0,790,82,89,206,50,39,132,67,56,56,5
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau School De Pelikaan,0273::SB11,3882 GN,1509,711,6,1,0,1,0,663,56,0,0,1,0,0,719,94,121,150,65,30,62,88,45,51,5
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Wijkgebouw De Arendshof,0273::SB12,3882 JJ,1479,893,12,0,0,1,0,822,82,0,1,0,0,0,904,133,139,292,52,24,117,65,26,41,4
Vallei en Veluwe,Putten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Samaritaan,0273::SB13,3882 HS,1823,937,15,2,0,1,0,846,107,0,1,0,0,0,953,152,124,224,57,46,194,54,45,37,4
