contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stadhuis,0957::SB1,6041 EM,1195,715,38,8,0,1,0,696,66,0,0,1,0,0,762,60,6,353,4,9,4,24,4,1,2,137,71,2,38
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum 'RCG',0957::SB2,6041 GC,1624,517,20,5,0,0,1,503,38,0,0,0,0,0,542,50,7,274,2,9,8,20,1,2,0,92,36,1,15
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Theaterhotel De Oranjerie,0957::SB3,6041 JA,1580,813,40,3,0,0,0,794,63,1,0,1,0,0,857,93,5,402,3,15,9,35,3,3,4,135,68,4,34
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool 'De Steenen Brug',0957::SB4,6041 LV,1712,794,45,4,0,0,0,775,68,0,0,0,0,0,843,101,7,398,1,13,0,27,1,2,0,167,51,1,25
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau OBS Aan de Roer,0957::SB5,6041 NR,1609,810,20,8,0,0,2,747,88,0,1,0,1,0,837,86,6,412,1,11,6,33,2,1,1,186,33,5,27
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool Willem de Zwijger,0957::SB6,6042 BL,1688,597,38,9,0,0,0,605,39,0,0,0,0,0,644,38,8,300,2,8,3,22,1,5,1,135,51,5,18
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkhuis 'de Terp',0957::SB7,6043 EW,1275,272,16,6,0,0,0,266,29,1,0,1,0,0,295,14,20,125,1,3,6,14,1,1,0,47,24,6,10
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zalencentrum 'De Velderie',0957::SB8,6043 BG,1502,478,22,4,0,0,0,444,62,2,0,2,0,0,506,23,57,206,3,2,5,27,1,3,3,74,50,6,18
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum 'Roncalli',0957::SB9,6042 BC,1320,483,22,7,0,0,0,476,37,1,0,1,0,0,513,40,17,234,5,6,4,26,0,2,1,70,41,1,36
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool 'de Kasteeltuin',0957::SB10,6043 XM,1173,421,14,3,0,0,0,438,0,0,0,0,0,0,438,21,15,203,3,7,3,15,0,0,0,84,45,4,21
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Sporthal Donderberg,0957::SB11,6043 JH,1294,308,29,1,0,0,0,295,45,2,0,2,0,0,340,9,23,116,2,2,5,17,1,0,5,64,35,6,23
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau BS Vincent van Gogh,0957::SB12,6044 SX,1999,528,24,4,0,0,0,492,64,0,0,0,0,0,556,24,55,215,8,10,6,9,2,2,0,109,48,5,35
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis 't Sjoolpaad',0957::SB13,6045 AL,1331,682,29,5,0,0,0,662,56,2,0,2,0,0,718,38,5,374,2,13,7,35,0,0,1,129,57,4,17
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Lyceum Schöndeln,0957::SB14,6045 CK,804,267,6,4,0,0,0,256,21,0,0,0,0,0,277,22,0,139,1,2,4,16,1,1,0,46,25,1,9
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'Het Trefpunt',0957::SB15,6045 EJ,1403,429,16,6,0,0,0,391,60,0,0,0,0,0,451,24,20,235,1,5,5,12,1,2,1,49,46,5,23
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool 't Mozaïek',0957::SB16,6045 VA,1277,402,20,2,0,0,0,386,38,0,0,0,0,0,424,16,19,193,1,9,1,21,1,1,4,60,49,5,22
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café-zaal 'De Ster',0957::SB17,6042 JK,1291,758,19,6,0,0,0,701,82,0,0,0,0,0,783,42,3,424,1,14,1,29,0,2,3,142,61,3,33
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Dependance bs  'Vincent van Gogh',0957::SB18,6043 RV,1587,493,17,2,0,0,0,462,50,0,0,0,0,0,512,26,9,260,3,7,4,19,4,4,0,84,45,1,27
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkgebouw Tegelarijveld,0957::SB19,6042 XW,910,325,12,4,0,0,0,320,21,0,0,0,0,0,341,12,21,180,2,5,1,9,1,2,0,41,30,5,16
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau 't Brikkenhoes,0957::SB20,6042 GZ,1471,652,21,1,0,0,0,617,57,0,0,0,0,0,674,37,4,407,5,5,3,23,4,1,0,91,43,1,28
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool Leeve,0957::SB21,6041 BE,910,486,11,7,0,0,0,443,61,0,0,0,0,0,504,22,3,305,0,5,1,25,1,1,0,71,34,0,18
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'De Duup',0957::SB22,6042 LB,833,387,12,4,0,0,0,357,46,0,0,0,0,0,403,16,0,276,0,1,4,12,1,1,0,45,19,0,12
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'De Vlonder',0957::SB23,6043 WD,1738,621,5,2,0,2,0,559,67,0,2,0,0,0,626,31,9,312,1,6,2,35,0,0,2,135,61,2,25
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkaccommodatie 'Herteheym',0957::SB24,6049 AK,1511,940,22,2,0,1,2,868,95,0,0,1,0,0,965,90,5,483,4,11,8,49,0,3,8,191,56,4,28
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Zaal de Schuur,0957::SB25,6049 EB,1597,740,17,3,0,1,0,761,0,0,0,1,0,0,761,95,1,381,1,9,5,36,3,0,4,135,40,1,29
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool Hubertus,0957::SB26,6049 HS,1352,732,24,6,0,1,0,685,78,0,0,1,0,0,763,69,12,346,4,11,11,25,1,2,6,160,53,2,30
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum 'St. Jan Baptist',0957::SB27,6071 JJ,1265,444,16,1,0,0,0,418,44,1,0,1,0,0,462,25,11,250,1,7,4,10,1,15,0,72,31,0,17
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Kinderdagopvang 'Kiekeboe',0957::SB28,6071 BP,1529,691,27,5,0,1,0,662,62,0,0,1,0,0,724,30,12,391,2,5,3,12,5,21,1,117,61,4,27
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'De Robijn',0957::SB29,6071 VX,1142,685,10,5,0,2,0,636,66,0,0,2,0,0,702,31,26,364,0,10,5,17,1,18,1,134,48,1,29
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Restaurant 'Maaszicht',0957::SB30,6071 NW,252,133,1,0,0,0,0,129,6,1,0,1,0,0,135,12,3,76,0,3,0,2,0,0,1,27,9,0,0
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis 'de Kamp',0957::SB31,6071 AL,831,465,14,2,0,0,0,445,36,0,0,0,0,0,481,27,7,255,3,9,1,13,3,8,1,91,35,0,12
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Eetcafé 'De Mert',0957::SB32,6071 JD,1334,588,27,0,0,0,1,548,66,0,0,0,0,0,615,28,5,304,4,6,5,19,0,15,2,147,29,3,21
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Eetcafé  'Aod Maerum',0957::SB33,6049 GB,1422,515,24,1,0,1,0,492,49,0,0,1,0,0,541,37,4,273,7,3,4,18,2,2,1,84,41,3,36
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zalencentrum 'De Donderie',0957::SB34,6043 JA,803,448,28,4,0,1,0,437,42,0,1,0,0,0,479,23,21,212,1,5,5,23,2,6,3,85,26,3,33
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool 'Neel',0957::SB35,6042 NG,690,441,9,2,0,0,0,406,43,0,3,0,0,0,449,52,10,235,0,4,0,17,0,0,4,93,14,0,12
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Ontmoetingscentrum 'Het Jeugdgebouw,0957::SB36,6041 KG,596,275,15,2,0,0,1,269,22,0,0,0,0,0,292,29,2,135,2,7,5,13,0,1,2,38,20,2,19
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Sportcentrum Swalmen,0957::SB37,6071 TV,854,338,8,1,0,0,0,314,33,0,0,0,0,0,347,29,4,185,4,7,0,9,2,4,0,68,19,0,7
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stadskantoor,0957::SB38,6041 TG,1060,384,15,4,0,0,0,365,38,0,0,0,0,0,403,42,2,178,1,10,2,6,2,3,4,74,32,5,23
Limburg,Roermond,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Mobiel stembureau,0957::SB39,,0,247,8,6,0,0,4,240,17,0,0,0,0,0,261,20,3,122,3,3,1,13,2,1,0,58,15,0,6
