contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Water, Wonen en Natuur",VVD,ChristenUnie/SGP,CDA,Werk aan Water Flevoland,50PLUS,AWP niet politiek wel deskundig,OPA
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Gemeentehuis,0050::SB1,3891 ER,1421,1198,18,6,0,0,0,1112,110,0,0,0,0,0,1222,443,159,136,136,170,101,33,20
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau 't Wold,0050::SB2,3891 CB,1403,795,4,1,0,0,0,744,56,0,0,0,0,0,800,318,56,98,77,127,66,35,18
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau De Richtingwijzer,0050::SB3,3892 AL ,1548,984,19,1,0,1,0,905,98,0,1,0,0,0,1003,353,97,177,109,141,42,44,21
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau In de Lichtkring,0050::SB4,3891 DK,1347,738,13,0,0,0,1,677,73,0,0,0,0,0,751,260,55,162,77,89,53,29,13
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau VV Zeewolde,0050::SB5,3893 AA,1331,515,4,2,0,1,0,445,75,0,1,0,0,0,520,162,45,66,56,127,42,13,4
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau De Verbeelding,0050::SB6,3892 HZ,1646,1019,14,4,0,0,2,954,83,0,0,2,0,0,1039,432,138,118,102,103,68,38,20
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau 't Kofschip,0050::SB7,3893 BE,2129,953,13,3,0,0,0,877,93,0,0,1,0,0,970,372,105,155,97,117,55,39,13
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau De Toermalijn,0050::SB8,3893 EB,2189,1411,18,6,0,0,0,1278,156,0,1,0,0,0,1434,505,189,246,157,177,63,43,31
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Het Kruispunt,0050::SB9,3894 BA,2766,910,11,0,0,0,0,772,151,2,0,2,0,0,923,196,103,145,102,289,47,20,8
Zuiderzeeland,Zeewolde,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Panta Rhei,0050::SB10,3894 BA,1645,808,14,3,0,0,0,736,95,6,0,6,0,0,831,326,109,114,76,104,39,26,14
