contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau t Lossers hoes,0168::SB1,,1698,1182,31,7,0,2,0,1117,105,0,0,2,0,0,1222,303,254,204,204,35,55,8,12,107
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau KBS De Verrekijker,0168::SB2,,1726,966,23,4,0,1,0,906,88,0,0,1,0,0,994,206,228,172,164,30,39,9,11,107
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau RK school De Wegwijzer,0168::SB3,,1784,857,33,2,2,0,0,822,72,0,0,2,0,0,894,206,208,151,103,23,47,10,4,105
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool De Saller,0168::SB4,,1666,740,19,4,0,0,0,701,60,2,2,0,0,0,761,191,164,96,159,12,23,12,9,74
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Maartens-Stede & Oldenhove,0168::SB5,,1962,795,21,3,0,0,0,725,94,0,0,0,0,0,819,227,144,111,145,24,41,2,13,88
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zwembad Brilmansdennen,0168::SB6,,1576,803,20,3,0,0,1,767,58,0,0,0,0,0,826,206,175,122,139,22,37,11,6,85
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Woonzorgcentrum De Driehoek,0168::SB7,,1569,674,15,3,0,2,0,622,68,0,2,0,0,0,690,210,122,109,79,17,40,4,12,81
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau OBS Het Kompas / Kulturhus,0168::SB8,,1730,816,26,3,0,0,0,764,81,0,0,0,0,0,845,125,191,202,80,21,52,10,10,125
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorpshuis De Glaan,0168::SB9,,403,260,6,1,0,0,0,231,36,0,0,0,0,0,267,98,36,43,41,4,10,0,0,28
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sporthal de Luttermolen,0168::SB10,,1338,594,17,1,0,0,0,548,64,0,0,0,0,0,612,265,81,69,105,9,12,6,6,41
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Erve Boerrigter,0168::SB11,,1626,1012,12,3,0,0,0,910,117,0,0,0,0,0,1027,448,154,104,160,18,30,14,3,81
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Mariaschool Beuningen,0168::SB12,,713,487,0,2,0,0,0,443,46,0,0,0,0,0,489,264,99,33,57,9,7,3,2,13
Vechtstromen,Losser,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De LosserHof,0168::SB13,,555,161,1,1,0,0,0,145,18,0,0,0,0,0,163,91,28,9,13,1,3,3,1,12
