contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum Alde Steeg,0209::SB1,6641 BG,1419,500,9,1,0,0,0,463,49,2,0,2,0,0,512,114,30,100,61,79,2,36,12,66
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Theater De Molen,0209::SB2,6641 BK,1553,834,13,7,0,0,2,808,44,0,0,0,0,0,854,197,53,167,87,137,5,74,21,93
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School de Dromedaris,0209::SB3,6642 CM,1978,1123,25,1,0,0,0,1055,94,0,0,0,0,0,1149,214,47,185,103,335,7,91,36,105
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School de Peppel,0209::SB4,6642 AB,1616,992,27,3,0,0,0,910,112,0,0,0,0,0,1022,159,45,202,120,189,3,108,29,137
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School Klavervier,0209::SB5,6641 ST,1805,694,14,1,0,0,0,652,57,0,0,0,0,0,709,96,46,136,109,89,0,105,11,102
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School de Vuurvlinder,0209::SB6,6641 LT,1720,727,22,8,0,0,0,693,64,0,0,0,0,0,757,101,33,165,81,130,6,91,19,101
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Verpleeghuis Waelwick,0209::SB7,6644 CP,1609,727,20,0,0,0,0,679,68,0,0,0,0,0,747,146,51,127,80,111,2,75,7,128
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau MFA 't Hart,0209::SB8,6644 EA,1548,753,16,4,0,1,0,690,82,0,1,0,1,0,772,162,49,147,74,151,9,68,20,73
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Sporthal-Dorpshuis de Kloosterhof,0209::SB9,6551 EB,917,651,16,2,0,0,0,621,48,0,0,0,0,0,669,117,29,112,99,88,1,81,7,117
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Muziekcentrum Ulto,0209::SB10,6645 AD,876,418,3,1,0,0,0,399,24,0,0,1,0,0,423,95,26,81,50,73,2,36,8,47
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School De Hoeven,0209::SB11,6641 WR,1197,632,20,3,0,0,0,627,28,0,0,0,0,0,655,96,31,146,95,97,6,58,14,89
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Lèghe Polder,0209::SB12,6641 DC,1436,711,19,3,0,0,0,667,66,0,0,0,0,0,733,137,30,140,120,88,4,69,8,115
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Sporthal Tinnegieter,0209::SB13,6641 DH,1402,778,19,3,0,1,0,727,72,0,1,0,1,0,799,124,41,158,124,93,7,82,19,130
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zaal 't Centrum,0209::SB14,6551 ZN,1173,493,12,6,0,0,0,478,33,0,0,0,0,0,511,76,27,116,77,76,2,51,11,57
Rivierenland,Beuningen,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Paulus,0209::SB15,6645 BT,755,500,7,3,0,0,0,461,49,0,0,0,0,0,510,141,29,85,59,87,3,38,7,51
