contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Europahal,0373::SB1,1862 BC,1807,868,13,6,0,0,0,789,97,0,1,0,1,0,886,241,150,138,73,110,33,27,79,17
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Frankenstate,0373::SB2,1861 HD,1807,1176,29,4,0,0,1,1072,136,0,0,0,0,0,1209,288,344,153,116,103,24,38,83,27
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijksteunpunt,0373::SB3,1861 JW,1802,1188,10,5,0,0,1,1066,144,5,0,8,0,0,1211,336,278,146,96,132,34,55,82,29
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau PCC Bergen,0373::SB4,1861 TG,1840,1301,23,2,0,2,0,1172,152,0,2,0,0,0,1324,339,226,212,120,175,39,62,98,30
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau T&O buurthuis,0373::SB5,1862 XE,1594,943,10,2,0,0,0,878,77,0,0,0,0,0,955,280,110,177,86,137,27,49,62,15
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Zorgcentrum De Marke,0373::SB6,1862 JA,1664,1075,20,3,0,0,0,989,108,0,1,0,1,0,1097,274,128,193,129,152,30,69,76,24
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Hotel Victoria,0373::SB7,1865 AB,306,231,3,1,0,0,1,209,25,0,0,0,0,0,235,38,78,33,14,18,7,7,27,9
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Hotel Merlet,0373::SB8,1871 AC,1217,757,14,2,0,0,2,702,69,0,0,0,0,0,773,220,134,112,54,91,26,33,61,26
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpscentrum De Blinkerd,0373::SB9,1871 EM,1053,786,13,4,0,0,0,727,76,0,0,0,0,0,803,197,94,119,103,98,46,49,60,20
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool Het Klimduin,0373::SB10,1873 JA,1553,876,25,1,0,0,0,818,84,0,0,0,0,0,902,201,90,147,95,142,42,68,67,24
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Sanderij,0373::SB11,1871 ER,1422,850,17,2,0,0,2,788,79,0,0,0,0,0,869,230,123,117,89,123,18,69,66,15
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Portakabin naast muziektent,0373::SB12,,1081,573,12,1,0,0,1,533,52,0,0,0,0,0,586,139,69,106,75,59,30,44,37,14
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Schulp,0373::SB13,1935 EB,1158,752,5,0,0,0,1,693,63,0,0,0,0,0,757,201,94,131,110,75,36,45,40,20
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Boswaidschool,0373::SB14,1934 GN,1537,888,20,2,0,0,0,838,72,0,0,0,0,0,910,229,101,94,142,100,71,53,73,25
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis Hanswijk,0373::SB15,1934 CP,1368,796,20,6,0,0,0,750,72,0,0,0,0,0,822,181,108,107,129,84,61,50,55,21
Hollands Noorderkwartier,Bergen (NH),AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau O.K. Verenigingsgebouw,0373::SB16,1931 CA,1392,816,24,8,0,0,3,765,80,0,0,0,0,0,848,186,136,97,69,102,36,112,64,14
