contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Service appartementen Eikendonck,0865::SB1,5261 BN,1545,967,32,6,0,0,0,913,92,0,0,0,0,0,1005,385,129,221,131,39,15,25,13,9
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Woonzorgcentrum Elisabeth,0865::SB2,5261 VM,1514,853,25,6,0,0,0,806,78,0,0,0,0,0,884,320,94,160,136,56,36,21,16,14
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Visio De Vlasborch,0865::SB3,5261 TB,1644,776,22,6,0,0,0,750,54,0,0,0,0,0,804,303,65,67,152,84,47,30,9,19
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Het Kwartier,0865::SB4,5263 DP,1848,1040,37,1,0,0,0,945,133,0,0,0,0,0,1078,395,112,342,97,19,19,33,11,12
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Brasserie 155,0865::SB5,5263 CN,1697,1180,24,3,0,0,0,1021,186,0,0,0,0,0,1207,334,114,550,93,24,23,19,14,9
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Kindcentrum de Leydraad,0865::SB6,5266 BA,1084,352,4,1,0,0,0,329,28,0,0,0,0,0,357,135,53,79,30,27,6,11,8,3
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Openbare Basisschool De Piramide,0865::SB7,5262 XE,1727,1025,40,5,0,0,0,978,92,0,0,0,0,0,1070,443,101,174,169,36,29,40,10,23
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Jeugd- en Jongerencentrum Elzenburg,0865::SB8,5262 GW,1299,757,22,1,0,0,0,695,83,0,2,0,2,0,778,312,76,113,99,60,44,21,18,14
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau De Molenhoek,0865::SB9,5262 EC,1324,436,16,1,0,0,0,423,30,0,0,0,0,0,453,181,48,53,68,48,20,6,4,8
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau De Rode Rik,0865::SB10,5262 HX,1329,728,9,16,0,0,0,695,58,0,0,0,0,0,753,292,76,101,115,64,27,22,9,22
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau OJBS De Lichtstraat,0865::SB11,5262 JH,1277,787,20,2,0,0,0,739,70,0,0,0,0,0,809,331,106,126,132,30,29,12,12,9
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Woonzorgcentrum Theresia,0865::SB12,5262 TN,1584,912,35,8,0,5,2,885,73,0,0,5,0,0,960,365,100,135,126,91,41,23,15,16
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau HealthCity Vught,0865::SB13,5262 LK,1867,681,14,3,0,1,0,699,0,0,0,1,0,0,699,256,83,123,101,41,27,21,16,13
De Dommel,Vught,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentekantoor,0865::SB14,5261 EP,1132,629,25,0,0,0,1,583,70,0,0,0,0,0,654,212,70,158,94,31,20,20,7,17
