contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum De Beemden,0845::SB1,5271BH,1681,744,29,3,0,0,0,723,53,0,0,0,0,0,776,277,125,99,83,53,60,23,7,17
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BINT voor welzijn & ondersteuning,0845::SB2,5271SG,1431,653,24,0,0,0,0,611,66,0,0,0,0,0,677,260,77,104,79,43,45,23,5,17
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Party's & Meetings Absoluut,0845::SB3,5271AL,1569,844,20,3,0,0,0,770,97,0,0,0,0,0,867,358,78,112,113,68,57,30,9,19
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0845::SB4,5271GC,1113,772,34,2,0,0,0,723,85,0,0,0,0,0,808,313,105,114,93,44,53,20,13,17
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Ontmoetingscentrum De Huif,0845::SB5,5271GT,1128,565,19,2,0,0,0,528,58,0,0,0,0,0,586,192,87,64,94,48,40,22,9,9
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sporthal Theereheide,0845::SB6,5271RR,1382,776,5,3,0,0,0,696,88,0,0,0,0,0,784,290,105,141,85,35,78,22,9,11
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Café Zaal De Schuif,0845::SB7,5293AN,1751,879,27,7,0,0,1,807,105,0,0,0,0,0,913,290,188,127,84,68,61,45,6,10
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Café 't Trefpunt,0845::SB8,5275JC,1501,571,25,4,0,0,0,545,55,0,0,0,0,0,600,228,71,97,55,51,43,15,2,9
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sportclub Den Dungen,0845::SB9,5275HV,1498,291,4,1,0,0,0,262,34,0,0,0,0,0,296,127,50,47,26,13,12,9,2,5
De Dommel,Sint-Michielsgestel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Litserborg,0845::SB10,5275BV,1761,1228,37,10,0,0,5,1150,120,0,0,0,0,0,1275,531,227,128,127,100,53,39,6,17
