contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stadskantoor,0622::SB1,3131 VX,2843,1463,26,11,0,0,0,1353,147,0,0,0,0,0,1500,220,145,267,111,188,212,141,74,0,14,32,59
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stadsgehoorzaal,0622::SB2,3134 BB,1609,912,24,2,0,2,0,892,44,0,2,0,0,0,936,148,129,132,67,140,123,64,55,9,5,18,22
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Watertoren,0622::SB3,3134 AE,1103,653,10,3,0,4,0,600,62,0,4,0,0,0,662,142,94,98,48,115,64,28,43,3,1,5,12
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Kerkgebouw De Fontein,0622::SB4,3131 HA,1787,711,18,1,0,4,1,657,76,0,0,4,0,0,734,106,95,94,58,94,92,54,71,1,4,21,21
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Rehobothkerk,0622::SB5,3131 LL,1944,899,23,3,0,4,0,838,91,0,0,4,0,0,929,162,87,112,91,99,105,96,87,4,4,25,27
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorgcentrum Soenda,0622::SB6,3131 LV,2224,797,25,6,0,275,0,1018,85,0,0,275,0,0,1103,69,112,154,83,63,46,115,64,3,9,31,48
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Basisschool Het Visnet,0622::SB7,3131 PS,3037,885,32,11,0,0,0,836,92,0,0,0,0,0,928,127,78,140,46,133,149,75,63,0,11,21,42
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wooncentrum De Bolder,0622::SB8,3133 BA,835,405,9,2,0,0,0,416,0,0,0,0,0,0,416,64,52,68,24,46,35,66,28,0,1,7,14
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Johannes Calvijnschool,0622::SB9,3132 JB,1325,426,9,2,0,0,0,381,56,0,0,0,0,0,437,59,38,47,38,51,34,45,97,1,2,7,7
Delfland,Vlaardingen,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau CBS De Schakel,0622::SB10,3132 XT,2394,897,18,4,0,0,0,828,91,0,0,0,0,0,919,151,106,119,55,120,128,77,63,2,12,19,45
