contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Basisschool De Ark,0313::SB1,3751 VK,1821,934,8,2,0,0,0,815,129,0,0,0,0,0,944,122,218,285,35,26,110,68,23,39,8
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Immanuel kerk,0313::SB2,3752 PE,1354,940,7,0,0,0,0,850,97,0,0,0,0,0,947,76,210,349,23,31,102,61,23,58,7
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Talent,0313::SB3,3752 XK,1618,799,6,1,0,0,0,709,97,0,0,0,0,0,806,103,204,233,23,26,111,44,18,35,2
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0313::SB4,3752 CL,1561,1047,15,4,0,0,0,938,128,0,0,0,0,0,1066,124,258,304,42,37,122,60,30,65,5
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 't  Kruisrak,0313::SB5,3752 KV,1390,780,13,2,0,1,1,710,83,0,1,0,0,0,794,101,145,217,35,35,97,69,18,60,3
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Mr Gr. van Prinstererschool,0313::SB6,3752 GW,1317,929,10,5,0,0,0,848,96,0,0,0,0,0,944,87,182,307,33,35,150,60,22,46,7
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Noorderkerk,0313::SB7,3751 AR,1854,1077,16,7,0,0,0,935,165,0,0,0,0,0,1100,117,220,379,30,26,132,80,27,62,4
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zorg en wooncentrum De Haven,0313::SB8,3752 GM,1653,1001,12,3,0,0,0,895,121,0,0,0,0,0,1016,63,225,373,34,14,144,63,11,65,9
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Westerkerk,0313::SB9,3752 GP,1622,904,8,5,0,0,0,808,109,0,0,0,0,0,917,80,191,290,30,18,145,58,30,55,7
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau School met de Bijbel,0313::SB10,3754 NA,637,477,6,2,0,0,0,431,54,0,0,0,0,0,485,32,177,116,11,12,94,22,5,8,0
Vallei en Veluwe,Bunschoten,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Maranathakerk,0313::SB11,3751 CP,1754,950,7,2,0,0,0,861,98,0,0,0,0,0,959,80,232,356,21,18,114,42,30,52,5
