contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Centrum voor wonen&zorg Kerkakkers,0840::SB1,4715HE,1825,660,17,5,0,0,0,598,84,0,0,0,0,0,682,124,121,86,110,38,39,46,13,10,73
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau MFC Agora,0840::SB2,4715AH,1896,991,17,7,0,0,1,887,127,0,0,0,0,0,1015,168,134,121,187,80,69,124,25,16,67
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeenschapshuis d'n Hoge Dries,0840::SB3,4721AC,1403,710,19,4,0,0,0,627,105,0,1,0,1,0,732,107,181,60,161,59,17,50,16,2,57
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Café de Coop,0840::SB4,4714EA,1564,715,18,5,0,0,0,620,118,0,0,0,0,0,738,111,82,89,194,49,41,73,10,7,59
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Dorpshuis de Trapkes,0840::SB5,4714CN,2323,1046,15,6,0,2,0,906,165,2,0,4,0,0,1071,145,143,124,267,66,49,117,16,5,114
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sportpark Rood-Wit,0840::SB6,4711AV,2151,639,15,2,0,5,0,510,151,0,0,5,0,0,661,69,47,83,130,38,52,116,17,5,82
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Centrum voor zorg&wonen Heidestede,0840::SB7,4711EH,2206,830,26,2,0,0,0,719,137,0,2,0,2,0,856,89,62,101,192,69,65,101,17,12,122
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau 't Pleintje,0840::SB8,4711JR,2149,722,26,2,0,3,0,595,158,0,0,3,0,0,753,40,48,87,168,63,54,113,17,6,126
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeentehuis,0840::SB9,4715RW,1802,709,23,5,0,0,1,606,130,0,0,0,0,0,737,120,86,64,138,60,53,83,26,5,74
Brabantse Delta,Rucphen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Steunpunt Mariavaart,0840::SB10,4735AT,1713,804,8,3,0,0,0,730,85,0,0,0,0,0,815,122,72,83,181,144,43,62,20,13,64
