contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Gemeentehuis, Tubbergen",0183::SB1,7651 CV,1652,926,10,1,0,0,1,855,81,0,0,0,0,0,937,375,173,180,122,10,11,9,6,40
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau De Delle, Tubbergen",0183::SB2,7651 CL,1495,712,12,3,0,0,1,656,70,0,0,0,0,0,727,277,154,143,58,13,23,6,3,35
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Sportcentrum de Vlaskoel, Tubbergen",0183::SB3,7651 LD,1493,847,22,1,0,0,0,784,86,0,0,0,0,0,870,306,214,155,102,13,24,3,2,28
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Ontm ruimte De Aanleg Geesteren,0183::SB4,7678 VZ,1769,1004,13,2,0,0,0,889,130,0,0,0,0,0,1019,430,308,60,121,8,21,26,6,24
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zaal Kottink Geesteren,0183::SB5,7678 AW,1582,881,8,8,0,0,0,786,111,0,0,0,0,0,897,437,217,65,84,4,23,26,0,25
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau De Spil, Fleringen",0183::SB6,7666 LH,705,495,6,2,0,0,0,456,47,0,0,0,0,0,503,317,77,32,42,8,6,5,1,7
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Dorpshuis 't Eschhoes, Vasse",0183::SB7,7661 RA,1211,727,4,3,0,0,0,639,95,0,0,0,0,0,734,293,278,65,60,0,11,4,5,11
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Zaal Morshuis, Albergen",0183::SB8,7665 RX,1527,822,14,4,0,2,0,740,102,0,0,2,0,0,842,410,163,88,113,7,15,5,1,20
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Clubgeb. Concordia, Albergen",0183::SB9,7665 AB,1325,809,22,5,0,1,1,740,94,0,1,0,0,0,835,372,178,118,72,9,11,10,6,33
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Rabo Kultuurhoes Reutum,0183::SB10,7667 PV,1053,588,5,2,0,0,0,509,86,0,0,0,0,0,595,353,141,27,40,2,7,0,2,16
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau De Gaarf, Langeveen",0183::SB11,7679 VG,1003,546,6,0,0,0,0,492,60,0,0,0,0,0,552,305,111,41,53,7,5,8,1,15
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Kulturhus Manderveen,0183::SB12,7664 VV,503,299,3,0,0,0,0,267,35,0,0,0,0,0,302,152,78,23,24,3,10,0,1,8
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau De Haambrink, Mariaparochie",0183::SB13,7614 LA,1468,845,13,6,0,0,0,766,98,0,0,0,0,0,864,394,164,85,110,16,18,12,5,41
Vechtstromen,Tubbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Mobiel stembureau,0183::SB14,7664 VG,0,50,0,0,0,0,0,45,5,0,0,0,0,0,50,26,6,4,6,6,0,0,0,2
