contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Trefcentrum Nuth,1954::SB1,6361 CA,1300,648,18,8,0,0,0,604,70,0,0,0,0,0,674,58,3,13,41,3,40,26,1,1,295,72,53,5,37
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool de Bolster Nuth,1954::SB2,6361 XG,1511,703,23,4,0,0,0,646,84,0,0,0,0,0,730,82,3,9,40,1,51,32,2,0,330,72,59,4,18
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Op den Toren Nuth,1954::SB3,6361 EB,979,409,10,4,0,0,0,378,46,0,0,1,0,0,424,45,3,6,22,2,31,13,1,0,182,49,30,7,18
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Brasserie/B&B De Pletsmolen Nuth,1954::SB4,6361 EN,864,355,17,5,0,0,0,342,35,0,0,0,0,0,377,36,0,9,33,0,28,20,0,0,147,42,28,2,10
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau voormalige Servatiusschool Vaesrade,1954::SB5,6361 JE,872,395,9,7,0,0,0,356,55,0,0,0,0,0,411,32,6,11,30,3,52,15,1,0,165,23,33,5,19
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Wijnandsrade,1954::SB6,6363 BV,1375,780,29,3,0,0,0,732,80,0,0,0,0,0,812,85,1,6,50,1,50,34,2,3,398,77,38,3,32
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Schimmert,1954::SB7,6333 BD,1300,726,32,11,0,0,0,661,108,0,0,0,0,0,769,58,3,3,160,1,68,54,0,0,270,44,33,11,21
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal 't Weverke Schimmert,1954::SB8,6333 BG,1367,783,38,9,0,0,0,737,93,0,0,0,0,0,830,73,5,11,136,5,80,68,0,1,251,56,36,11,50
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Panhuys Hulsberg,1954::SB9,6336 AH,1575,785,23,2,0,0,0,715,90,0,5,0,0,0,805,38,2,2,83,2,27,20,3,0,488,57,32,10,21
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Kantine Voetbalver. Hulsberg,1954::SB10,6336 VT,1713,881,34,4,0,0,0,818,97,0,4,0,0,0,915,53,4,6,109,3,29,35,2,0,514,55,35,5,31
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis Schinnen,1954::SB101,6365 BK,1123,575,26,8,0,0,0,554,55,0,0,0,0,0,609,74,4,14,24,2,274,21,0,0,35,54,40,4,29
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau JIS Schinnen,1954::SB102,6365 CG,1161,579,7,6,0,0,0,519,73,0,0,0,0,0,592,63,2,9,16,1,311,29,2,2,38,45,28,6,27
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Bie Laurengske Puth,1954::SB103,6155 LR,816,367,10,4,0,0,0,353,28,0,0,0,0,0,381,27,6,6,9,1,206,16,0,0,11,36,25,0,24
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Trefputh Puth,1954::SB104,6155 KL,832,467,8,3,0,0,0,429,50,0,0,1,0,0,479,72,3,12,12,3,236,30,1,0,15,44,18,5,16
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Bruincafé Boyens Sweikhuizen,1954::SB105,6174 RP,491,290,7,0,0,0,0,267,29,0,1,0,0,0,296,43,0,3,16,1,157,16,2,0,4,20,21,3,4
