contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Gemeentehuis,0579::SB1,2342 AN,1549,1225,27,3,0,2,0,1106,147,0,2,0,0,0,1253,346,169,251,173,68,141,40,28,9
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Woonzorgcentrum Rustenborch,0579::SB2,2341 AV,1493,706,9,2,0,0,0,641,77,1,0,1,0,0,718,197,122,127,75,45,63,25,49,3
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Recreatiezaal Trompenburg,0579::SB3,2341 TJ,1476,810,10,3,0,0,88,734,0,0,1,0,0,0,822,209,98,193,89,42,107,43,29,0
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Hockeyclub LOHC,0579::SB4,2341 LM,1144,760,12,5,0,0,0,668,109,0,0,0,0,0,777,269,86,147,114,35,73,24,7,5
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau Jenaplanschool ""de Kring""",0579::SB5,2343 SR,1000,807,14,7,0,0,1,826,1,0,0,0,0,0,828,153,89,190,137,62,100,43,30,3
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Dorpscentrum Lijtweg,0579::SB6,2341 HA,1568,1343,23,3,0,1,2,1264,104,0,0,1,0,0,1370,302,154,292,201,69,186,73,59,7
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Brandweerkazerne,0579::SB7,2343 BB,1595,892,8,3,0,0,2,838,63,0,0,0,0,0,903,164,121,186,159,46,96,51,64,5
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Basisschool Het Dok,0579::SB8,2342 BT,2110,1046,21,2,0,2,0,968,103,0,0,2,0,0,1071,301,118,158,145,61,143,62,50,8
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau woonlocatie ""Tilly Koenen""",0579::SB9,2343 PG,1141,680,17,4,0,1,0,643,57,0,1,0,0,0,700,117,78,129,96,33,108,47,67,5
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau recreatiezaal Boerhaaveplein,0579::SB10,2343 LW,1235,764,14,3,0,1,0,724,58,0,0,1,0,0,782,118,100,157,126,46,105,43,67,2
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Daltonschool Oegstgeest,0579::SB11,2343 BK,1000,751,14,5,0,0,0,770,0,0,0,0,0,0,770,187,84,151,114,35,102,26,45,7
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Verenigingsgebouw Attila,0579::SB12,2343 MA,1457,799,9,2,0,1,0,757,54,0,0,1,0,0,811,191,128,129,109,57,83,39,56,7
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Gymzaal Poelgeest,0579::SB13,2341 PM,1082,790,5,0,0,0,2,721,72,0,0,0,0,0,795,180,79,183,135,41,93,32,37,10
Rijnland,Oegstgeest,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wellantcollege,0579::SB14,2341 KD,1217,618,10,3,0,0,0,551,80,0,0,0,0,0,631,190,78,112,80,28,66,23,40,1
