contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,"Stembureau Stembureau Stadhuis, Merretkamer",0935::SB1,6211 CL,2208,1311,67,21,0,0,3,1323,73,0,0,0,0,0,1399,185,6,19,70,16,31,68,2,7,7,340,76,436,48
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Centre Céramique,0935::SB2,6221 KV,2000,876,30,5,0,0,0,835,80,4,0,4,0,0,915,184,3,11,59,2,11,34,3,1,1,149,31,349,38
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Theater aan het Vrijthof,0935::SB3,6211 LE,2237,763,34,6,0,0,0,732,71,0,0,0,0,0,803,133,3,10,34,8,16,41,2,4,5,214,38,233,22
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Muziekschool Kumulus,0935::SB4,6221 BA,2389,849,47,8,0,0,0,854,54,4,0,4,0,0,908,130,4,9,42,4,14,28,5,2,3,198,43,345,22
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Klooster Zusters onder de Bogen,0935::SB5,6211 NX,1654,467,16,5,0,1,0,428,61,0,0,1,0,0,489,89,5,13,26,4,11,19,1,0,6,85,12,180,16
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis De Lètterdoes,0935::SB6,6224 AZ,1450,427,24,5,0,0,0,424,32,0,0,0,0,0,456,18,14,6,21,3,3,10,3,0,4,71,20,225,29
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Kumulus West,0935::SB7,6211 RB,2092,547,38,4,0,1,2,543,43,0,1,0,0,0,588,62,3,3,11,10,9,36,1,1,4,130,24,228,25
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Envida locatie Koepelhof,0935::SB8,6224 LW,1840,678,32,4,0,0,2,660,52,0,0,0,0,0,714,87,2,10,26,0,12,22,5,2,6,135,25,297,49
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Envida locatie Larisa,0935::SB9,6211 LX,1570,451,22,7,0,0,0,443,38,1,0,1,0,0,481,85,5,9,7,0,8,14,0,1,4,76,14,204,24
Limburg,Maastricht,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Centre Céramique,0935::SB10,6221 KV,2128,1069,56,18,0,0,1,1079,63,0,0,0,0,0,1143,200,2,13,78,4,24,37,1,2,5,228,40,397,38
