contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis,0984::SB1,,2079,1137,39,4,0,1,0,1054,127,0,0,1,0,0,1181,138,27,21,3,4,1,21,745,6,0,104,40,1,26
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Vincent van Gogh / Kapel,0984::SB2,,1632,795,20,1,0,1,1,729,87,0,0,1,0,0,817,90,13,14,5,5,6,16,508,4,0,77,33,4,20
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Turks centrum,0984::SB3,,1498,551,17,3,0,0,0,512,57,0,2,0,2,0,569,34,25,7,3,0,2,3,400,7,0,40,16,0,14
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkcentrum Den Hoender,0984::SB4,,1793,753,21,10,0,2,0,712,70,0,2,0,0,0,782,51,22,22,2,1,0,14,523,6,0,48,34,4,26
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Hoge Beek - ontmoetingscentrum De Halm,0984::SB5,,2230,762,23,7,0,2,0,707,83,0,2,0,0,0,790,97,14,10,4,3,10,12,480,5,0,72,34,2,19
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Schouwburg Venray,0984::SB6,,1684,765,32,5,1,5,6,772,30,0,0,6,0,0,808,73,25,19,0,2,6,8,503,1,2,65,33,2,26
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Laco Venray De Sprank,0984::SB7,,1831,1264,25,7,0,7,0,1149,154,0,0,7,0,0,1303,187,18,12,1,8,3,26,810,5,4,144,32,1,13
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau WOC 't Schöpke,0984::SB8,,1982,822,27,7,3,0,0,788,71,0,0,3,0,0,859,70,30,18,3,3,1,14,561,3,0,71,19,0,29
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC Brukske Wijkcentrum A,0984::SB9,,1962,600,20,9,0,0,0,558,71,0,0,0,0,0,629,27,25,14,2,4,3,14,382,7,0,57,32,2,31
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC Brukske Wijkcentrum B,0984::SB10,,1767,510,15,2,0,1,0,479,49,0,0,1,0,0,528,30,27,15,0,7,7,11,308,6,0,50,25,5,19
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkcentrum 't Stekske A,0984::SB11,,2416,1069,28,5,0,3,1,988,110,0,3,0,0,0,1099,49,28,19,3,3,4,33,734,8,1,92,44,6,45
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Wijkcentrum 't Stekske B,0984::SB12,,2442,894,20,2,0,3,0,821,98,0,0,3,0,0,919,61,17,19,9,6,4,20,594,2,0,84,43,2,33
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau 't Honk Blitterswijck,0984::SB13,,879,408,13,7,0,1,0,394,35,0,0,1,0,0,429,30,16,9,1,3,1,2,270,12,0,42,14,2,6
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Alde Schol Geijsteren,0984::SB14,,351,223,6,1,0,0,0,214,16,0,0,0,0,0,230,15,4,2,1,0,0,1,147,2,0,38,12,0,1
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Zandhoek Wanssum,0984::SB15,,1559,718,21,0,0,0,0,666,73,0,0,0,0,0,739,73,14,17,1,9,1,13,482,6,2,56,18,3,23
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau D'n Oesterham Oostrum,0984::SB16,,1965,930,39,3,0,1,0,891,82,0,0,1,0,0,973,62,15,19,3,2,3,19,673,4,1,79,21,0,29
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau 't Pelgrimshuis Smakt,0984::SB17,,178,107,3,0,0,0,0,99,11,0,0,0,0,0,110,3,4,4,0,0,0,2,75,2,0,10,6,0,1
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Smelehof Ysselsteyn,0984::SB18,,1821,914,26,1,0,2,2,796,141,0,2,0,0,0,939,84,29,16,1,5,5,12,645,24,2,51,17,2,21
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Partycentrum 't Anker Merselo,0984::SB19,,852,461,12,5,0,2,0,425,51,0,2,0,0,0,476,58,8,7,0,4,0,9,308,8,0,31,11,0,17
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Kleine Loef Vredepeel,0984::SB20,,171,98,2,0,0,0,0,91,9,0,0,0,0,0,100,8,1,0,0,1,0,0,79,5,0,0,0,0,4
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Linde Oirlo,0984::SB21,,980,490,19,0,0,0,0,455,54,0,0,0,0,0,509,70,10,7,1,8,4,5,338,7,0,20,11,1,8
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Wis Castenray,0984::SB22,,653,311,3,2,0,0,0,276,40,0,0,0,0,0,316,23,14,4,0,7,2,4,215,10,0,21,5,0,6
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Hoefslag Veulen,0984::SB23,,439,250,2,0,0,1,0,217,36,0,0,1,0,0,253,22,4,3,0,0,0,0,180,12,1,10,10,2,6
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC De Baank Leunen,0984::SB24,,1812,912,24,2,0,7,0,828,103,0,7,0,0,0,931,83,17,14,4,14,2,18,641,7,0,66,31,3,12
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC Heide,0984::SB25,,413,264,3,1,0,0,0,243,25,0,0,0,0,0,268,26,1,5,0,2,0,4,196,3,0,17,5,0,5
Limburg,Venray,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Mobiel Stembureau,0984::SB26,,0,93,3,2,0,0,0,86,12,0,0,0,0,0,98,7,4,2,1,2,1,1,58,0,2,5,5,1,4
