contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Café De Brug,1911::SB3,1761 JR,795,419,3,3,0,0,0,381,44,0,0,0,0,0,425,75,147,39,28,36,19,37,26,12
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Café Wapen van Holland,1911::SB4,1761 EB,1721,964,12,4,0,0,0,883,97,0,0,0,0,0,980,165,261,66,154,123,55,60,61,19
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Zwembad Den Krieck,1911::SB5,1764 HD,2514,1337,18,5,0,3,0,1286,71,0,3,0,0,0,1357,275,390,57,218,132,73,83,60,49
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijksteunpunt Keijzershoff,1911::SB6,1761 BR,1192,1142,21,3,0,0,0,1087,79,0,0,0,0,0,1166,249,185,94,118,195,31,146,71,53
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis 't Skrale End,1911::SB8,1778 KM,749,427,10,1,0,0,0,397,41,0,0,0,0,0,438,85,50,49,21,71,49,38,40,24
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Zorgcentrum Kapellehof,1911::SB9,1779 BJ,1916,892,20,4,0,1,0,822,93,0,1,0,0,0,915,212,105,62,75,167,55,112,74,30
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Amerikaanse schoolbus,1911::SB10,1761 EB,0,323,3,1,0,0,0,285,42,0,0,0,0,0,327,73,59,34,28,49,21,20,33,6
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Cultuurschuur,1911::SB12,1771 CE,1401,1347,21,3,0,4,0,1232,135,0,4,0,0,0,1367,242,147,93,203,143,80,193,139,107
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Meerbaak,1911::SB13,1775 BH,1270,1241,20,5,0,2,0,1153,111,0,2,0,0,0,1264,238,202,53,209,123,106,129,97,84
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Lutters,1911::SB14,1732 LS,600,360,2,1,0,0,0,337,26,0,0,0,0,0,363,62,57,38,41,51,30,35,37,9
Hollands Noorderkwartier,Hollands Kroon,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Oude School,1911::SB15,1766 JD,1705,877,13,2,0,1,0,803,90,0,0,1,0,0,893,186,213,64,57,144,46,70,70,27
