contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Rustoord,0553::SB1,2161GJ,1156,715,12,2,0,0,0,644,85,0,0,0,0,0,729,230,154,64,34,51,46,83,49,4
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Sportcentrum De Waterkanten,0553::SB2,2161 VA,1412,786,6,1,0,0,0,719,74,0,0,0,0,0,793,154,159,68,69,62,81,98,75,20
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Cardea,0553::SB3,2161 XG,2000,1144,17,2,0,2,0,1045,120,0,0,2,0,0,1165,232,188,121,94,65,94,220,104,26
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Lisbloem,0553::SB4,2163 AJ,1776,866,12,10,0,5,0,791,92,0,5,0,0,0,883,187,133,82,81,59,95,111,102,16
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Klister,0553::SB5,2161 AE,1780,954,18,3,0,0,0,889,86,0,0,0,0,0,975,184,182,100,87,69,86,135,94,17
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Kleine Engel,0553::SB6,2161 DC,1234,642,7,0,0,0,0,647,2,0,0,0,0,0,649,166,161,67,53,48,53,30,60,4
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Dienstencentrum De Beukenhof,0553::SB7,2161 EA,1388,976,16,5,0,0,0,927,70,0,0,0,0,0,997,226,275,72,83,68,56,74,111,11
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw Postduivenvereniging,0553::SB8,2162 VW,1213,559,8,1,0,0,1,510,57,0,0,0,0,0,568,105,138,39,57,39,51,73,54,3
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau 't Poelhuys,0553::SB9,2162 AA,1384,1050,0,0,0,22,0,995,77,0,0,22,0,0,1072,170,187,128,107,90,108,135,113,12
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw ' t Speelkwartier,0553::SB10,2162 JB,1822,1007,9,2,0,1,0,907,112,0,0,1,0,0,1019,241,248,85,96,67,98,80,85,7
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Tweemaster,0553::SB11,2162 CP,1832,1007,14,1,0,3,1,946,78,0,0,3,0,0,1025,242,162,102,138,72,77,84,112,18
Rijnland,Lisse,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Buurthuis Salvatori,0553::SB12,2161 ZL,1410,747,5,4,0,1,0,691,66,0,0,1,0,0,757,121,146,75,78,51,57,109,91,19
