contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0302::SB1,8071 GJ,963,1027,14,3,0,0,0,921,123,0,0,0,0,0,1044,143,160,200,72,67,206,73,44,57,5
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Veluvine (vervanging van de Bunterhoek),0302::SB2,8071 AK,1325,499,2,8,0,1,0,452,56,0,1,0,0,0,508,55,87,87,33,26,146,31,22,6,6
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Noord-Veluws Museum,0302::SB3,8071 DN,1522,685,10,1,0,0,0,638,58,0,0,0,0,0,696,86,154,122,48,44,90,67,32,40,2
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Veluwse Heuvel,0302::SB4,8071 GM,1544,1049,12,5,0,0,0,969,97,0,0,0,0,0,1066,92,150,220,59,39,321,73,44,48,3
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Inclusief Groep,0302::SB5,8071 CS,1603,803,9,2,0,0,0,716,98,0,0,0,0,0,814,74,113,164,48,52,177,83,30,56,6
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Venster,0302::SB6,8071 TA,1624,947,10,1,0,0,0,873,88,3,0,3,0,0,961,71,142,259,52,26,258,68,30,37,4
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum Seewende,0302::SB7,8071 TP,1392,942,13,6,0,0,0,864,97,0,0,0,0,0,961,94,161,221,37,34,262,60,30,41,2
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Veluvine,0302::SB8,8071 AK,1453,690,10,4,0,0,0,636,68,0,0,0,0,0,704,78,103,178,48,29,137,45,23,44,5
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Montessorischool De Ontdekking,0302::SB9,8072 GZ,1562,896,2,1,0,0,0,814,85,0,0,0,0,0,899,82,108,180,75,69,218,93,27,41,3
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau WOC Het Binnenhof,0302::SB10,8072 AW,1518,1260,17,4,0,0,1,1151,129,0,0,0,0,0,1281,110,188,287,91,81,239,137,47,76,4
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Chr. ZMLK-school De Wingerd,0302::SB11,8072 BW,1251,800,9,1,0,1,0,736,73,0,1,0,0,0,809,76,131,181,43,37,215,61,28,23,5
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zorgcentrum Oranjehof,0302::SB12,8075 AR,1702,1348,5,1,0,2,0,1145,207,0,2,0,0,0,1352,41,95,105,26,17,979,31,22,28,4
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Chr. basisschool Da Costa,0302::SB13,8075 BJ,1672,1164,10,1,0,0,0,1000,175,0,0,0,0,0,1175,43,99,111,21,9,799,36,18,27,1
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis De Wieken,0302::SB14,8077 SM,1621,968,15,0,0,0,0,892,91,0,0,0,0,0,983,119,141,206,59,29,209,116,25,55,9
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis Horsterhoek,0302::SB15,8076 RC,633,373,6,0,0,0,0,338,41,0,0,0,0,0,379,76,53,41,51,32,31,26,20,36,7
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau NS-Station Nunspeet,0302::SB16,8071 CH,0,145,0,1,0,0,0,138,8,0,0,0,0,0,146,26,16,30,16,10,24,13,7,3,0
Vallei en Veluwe,Nunspeet,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Prinkpost Nunspeet,0302::SB17,8071 VM,0,204,1,0,0,0,0,178,27,0,0,0,0,0,205,21,43,38,11,13,39,16,7,15,1
