contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Rode Kruisgebouw Oostburg,1714::SB1,4501 JD,1880,758,5,5,0,0,0,682,86,0,0,0,0,0,768,119,18,254,119,95,54,29,17,39,14
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Kerkcentrum Oostburg,1714::SB2,4501 CH,2065,1063,16,3,0,0,2,945,135,0,0,0,0,0,1082,186,17,351,159,96,95,59,15,56,29
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Multifunctioneel gebouw Zuidzande,1714::SB3,4505 AR,468,240,1,0,0,0,0,220,21,0,0,0,0,0,241,54,2,57,27,32,14,20,6,19,9
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Verenigingsgebouw Cadzand,1714::SB4,4506 AG,636,335,2,1,0,0,4,306,28,0,0,0,0,0,338,53,2,81,38,84,36,11,4,15,11
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Nieuwvliet,1714::SB5,4504 AK,346,210,0,2,0,0,0,184,28,0,0,0,0,0,212,22,2,65,25,57,6,17,5,10,1
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mfc 't Torentje Groede,1714::SB6,4503 AT,848,463,3,2,0,0,0,416,52,0,0,0,0,0,468,66,4,126,47,88,38,46,9,26,13
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mfc De Korre Breskens,1714::SB7,4511 JB,2153,911,16,4,0,0,0,812,119,0,0,0,0,0,931,78,6,395,151,114,44,30,14,57,22
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Hooge Platen Breskens,1714::SB8,4511 XX,1768,941,10,4,0,2,0,844,109,0,2,0,0,0,953,82,7,389,145,123,68,42,18,47,20
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Hoofdplaat,1714::SB9,4513 AR,640,321,2,0,0,0,0,275,48,0,0,0,0,0,323,49,4,88,59,63,17,14,7,14,6
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Emmaus IJzendijke,1714::SB10,4515 CW,2040,1085,8,3,0,0,0,959,137,0,0,0,0,0,1096,177,30,344,133,145,93,59,12,65,27
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Protestantse Kerk Schoondijke,1714::SB11,4507 BH,1201,558,5,4,0,1,0,511,57,0,0,1,0,0,568,88,27,182,59,43,51,38,21,34,15
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Waterlandkerkje,1714::SB12,4508 AC,449,283,3,0,0,0,1,250,35,0,0,0,0,0,286,70,21,60,21,44,20,22,8,14,3
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Aardenburg,1714::SB13,4527 BJ,1959,917,0,14,0,0,2,814,115,0,0,0,0,0,931,181,4,338,99,85,72,49,16,48,25
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Sint Kruis,1714::SB14,4528 EM,269,173,0,0,0,0,0,147,26,0,0,0,0,0,173,71,0,51,27,11,1,5,0,4,3
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Eede,1714::SB15,4529 GJ,745,297,3,3,0,0,0,253,50,0,0,0,0,0,303,145,3,82,11,23,5,7,1,14,6
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mfc De Keure Sluis,1714::SB16,4524 BL,1977,823,8,4,0,0,2,704,129,0,0,0,0,0,835,207,4,213,95,173,42,40,6,33,10
Scheldestromen,Sluis,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Retranchement,1714::SB17,4525 AD,269,154,1,2,0,0,0,141,16,0,0,0,0,0,157,25,0,54,11,44,3,7,3,3,4
