contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Arendshorst,1884::SB1,2371 CG,1790,1023,10,1,0,1,0,940,93,0,1,0,0,0,1033,328,261,131,82,56,56,21,75,13
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Bonaventuracollege,1884::SB2,2371 VJ,1745,920,32,4,0,0,0,870,86,0,0,0,0,0,956,249,147,180,97,58,72,37,80,0
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gogherweide,1884::SB3,2371 RG,1906,1004,8,3,0,0,0,912,103,0,0,0,0,0,1015,166,196,189,136,85,74,33,113,12
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau Stembureau Clubgebouw""Door Gunst Verkregen""",1884::SB4,2376 BH,569,267,4,0,0,0,0,249,22,0,0,0,0,0,271,50,71,39,34,13,22,9,27,2
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Brandweerkazerne Hertogspark,1884::SB5,2375 XB,1910,1040,8,1,0,1,0,950,100,0,0,1,0,0,1050,219,318,144,89,66,88,27,80,9
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Prot. Gemeente Kaag,1884::SB7,2159 LA,397,232,5,1,0,0,0,206,32,0,0,0,0,0,238,93,22,34,18,13,36,1,15,0
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Roelevaer,1884::SB8,2371 NK,1452,840,4,6,0,0,0,789,61,0,0,0,0,0,850,192,194,138,81,69,59,24,72,11
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Huize Jacobus,1884::SB9,2377 CR,1464,473,8,4,0,0,0,454,31,0,0,0,0,0,485,95,134,73,41,29,38,14,47,2
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Schoolhuis,1884::SB10,2465 AC,1030,608,7,2,0,0,0,600,17,0,0,0,0,0,617,100,150,108,57,31,69,41,42,10
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Het Spant,1884::SB11,2451 BV,1884,1059,17,2,0,1,0,967,112,0,0,1,0,0,1079,217,215,160,102,74,94,44,129,24
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Ontmoeting,1884::SB12,2451 AP,1900,1057,11,4,0,2,0,966,104,0,2,0,0,0,1070,262,285,132,66,84,77,46,84,21
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw Die Twee,1884::SB13,2481 AN,1495,840,16,0,0,0,0,788,68,0,0,0,0,0,856,167,136,107,103,55,76,45,138,13
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw Immanuel,1884::SB14,2481 AA,1400,879,7,4,0,4,0,780,114,0,0,4,0,0,894,180,203,90,100,62,75,61,94,14
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw De Drieluik,1884::SB15,2355 AG,1407,779,10,0,0,0,0,718,71,0,0,0,0,0,789,153,207,109,87,45,51,21,98,8
Rijnland,Kaag en Braassem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gemeentehuis,1884::SB16,2371 AS,1419,956,21,3,0,0,0,890,90,0,0,0,0,0,980,289,174,159,101,63,54,25,80,11
